gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3
('che_che_PRON', 'ha_avere_AUX', 'comprato_comprare_VERB')	10	che ha comprato	che	ha	comprato	che	avere	comprare	PRON	AUX	VERB
('per_per_ADP', 'fare_fare_VERB', 'qualunque_qualunque_DET')	10	per fare qualunque	per	fare	qualunque	per	fare	qualunque	ADP	VERB	DET
('sulla_su_ADP', 'sua_suo_DET', 'vita_vita_NOUN')	10	sulla sua vita	sulla	sua	vita	su	suo	vita	ADP	DET	NOUN
('minacce_minaccia_NOUN', 'di_di_ADP', 'morte_morte_NOUN')	10	minacce di morte	minacce	di	morte	minaccia	di	morte	NOUN	ADP	NOUN
('abbiamo_avere_VERB', 'tutte_tutto_DET', 'riso_riso_NOUN')	10	abbiamo tutte riso	abbiamo	tutte	riso	avere	tutto	riso	VERB	DET	NOUN
('che_che_SCONJ', 'sta_stare_AUX', 'lavorando_lavorare_VERB')	10	che sta lavorando	che	sta	lavorando	che	stare	lavorare	SCONJ	AUX	VERB
('siete_essere_AUX', 'mai_mai_ADV', 'andate_andare_VERB')	10	siete mai andate	siete	mai	andate	essere	mai	andare	AUX	ADV	VERB
('mi_mi_PRON', 'sentivo_sentire_VERB', 'piuttosto_piuttosto_ADV')	10	mi sentivo piuttosto	mi	sentivo	piuttosto	mi	sentire	piuttosto	PRON	VERB	ADV
('un_uno_DET', 'lavoro_lavoro_NOUN', 'che_che_PRON')	10	un lavoro che	un	lavoro	che	uno	lavoro	che	DET	NOUN	PRON
('mi_mi_PRON', 'hai_avere_AUX', 'chiamato_chiamare_VERB')	10	mi hai chiamato	mi	hai	chiamato	mi	avere	chiamare	PRON	AUX	VERB
('ordinato_ordinare_VERB', 'un_uno_DET', 'hamburger_hamburger_NOUN')	10	ordinato un hamburger	ordinato	un	hamburger	ordinare	uno	hamburger	VERB	DET	NOUN
('ha_avere_AUX', 'portato_portare_VERB', 'qui_qui_ADV')	10	ha portato qui	ha	portato	qui	avere	portare	qui	AUX	VERB	ADV
('delle_di_ADP', 'cose_cosa_NOUN', 'terribili_terribile_ADJ')	10	delle cose terribili	delle	cose	terribili	di	cosa	terribile	ADP	NOUN	ADJ
('me_me_PRON', 'ne_ne_PRON', 'ha_avere_AUX')	10	me ne ha	me	ne	ha	me	ne	avere	PRON	PRON	AUX
('dimenticato_dimenticare_VERB', 'tutto_tutto_PRON', 'su_su_ADP')	10	dimenticato tutto su	dimenticato	tutto	su	dimenticare	tutto	su	VERB	PRON	ADP
('riesco_riuscire_VERB', 'a_a_ADP', 'battere_battere_VERB')	10	riesco a battere	riesco	a	battere	riuscire	a	battere	VERB	ADP	VERB
('suonare_suonare_VERB', 'uno_uno_DET', 'strumento_strumento_NOUN')	10	suonare uno strumento	suonare	uno	strumento	suonare	uno	strumento	VERB	DET	NOUN
('mangia_mangiare_VERB', 'del_di_ADP', 'pane_pane_NOUN')	10	mangia del pane	mangia	del	pane	mangiare	di	pane	VERB	ADP	NOUN
('sto_essere_AUX', 'imparando_imparare_VERB', 'a_a_ADP')	10	sto impa	sto	imparando	a	essere	imparare	a	AUX	VERB	ADP
('mai_mai_ADV', 'più_più_ADV', 'un_uno_DET')	10	mai più un	mai	più	un	mai	più	uno	ADV	ADV	DET
('più_più_ADV', 'un_uno_DET', 'computer_computer_NOUN')	10	più un computer	più	un	computer	più	uno	computer	ADV	DET	NOUN
('molto_molto_ADV', 'sicuro_sicuro_ADJ', 'di_di_ADP')	10	molto sicuro di	molto	sicuro	di	molto	sicuro	di	ADV	ADJ	ADP
('posso_potere_AUX', 'suonare_suonare_VERB', 'il_il_DET')	10	posso suonare il	posso	suonare	il	potere	suonare	il	AUX	VERB	DET
('visto_vedere_VERB', 'questa_questo_DET', 'donna_donna_NOUN')	10	visto questa donna	visto	questa	donna	vedere	questo	donna	VERB	DET	NOUN
('degli_di_ADP', 'spaghetti_spaghetto_NOUN', 'per_per_ADP')	10	degli spaghetti per	degli	spaghetti	per	di	spaghetto	per	ADP	NOUN	ADP
"('quello_quello_PRON', 'che_che_PRON', ""c'_ci_PRON"")"	10	quello che c'	quello	che	c'	quello	che	ci	PRON	PRON	PRON
('non_non_ADV', 'so_sapere_VERB', 'di_di_ADP')	10	non so di	non	so	di	non	sapere	di	ADV	VERB	ADP
('io_io_PRON', 'ho_avere_AUX', 'quasi_quasi_ADV')	10	io ho quasi	io	ho	quasi	io	avere	quasi	PRON	AUX	ADV
('che_che_SCONJ', 'sia_essere_AUX', 'giusto_giusto_ADJ')	10	che sia giusto	che	sia	giusto	che	essere	giusto	SCONJ	AUX	ADJ
('andate_andare_VERB', 'alla_a_ADP', 'festa_festa_NOUN')	10	andate alla festa	andate	alla	festa	andare	a	festa	VERB	ADP	NOUN
('formaggio_formaggio_NOUN', 'di_di_ADP', 'capra_capra_NOUN')	10	formaggio di capra	formaggio	di	capra	formaggio	di	capra	NOUN	ADP	NOUN
('più_più_ADV', 'a_a_ADP', 'scuola_scuola_NOUN')	10	più a scuola	più	a	scuola	più	a	scuola	ADV	ADP	NOUN
('la_il_DET', 'spesa_spesa_NOUN', 'con_con_ADP')	10	la spesa con	la	spesa	con	il	spesa	con	DET	NOUN	ADP
('tanto_tanto_ADV', 'quanto_quanto_ADV', 'voi_voi_PRON')	10	tanto quanto voi	tanto	quanto	voi	tanto	quanto	voi	ADV	ADV	PRON
('andata_andare_VERB', 'alle_a_ADP', 'superiori_superiore_ADJ')	10	andata alle superiori	andata	alle	superiori	andare	a	superiore	VERB	ADP	ADJ
('come_come_ADV', 'lo_lo_PRON', 'avete_avere_AUX')	10	come lo avete	come	lo	avete	come	lo	avere	ADV	PRON	AUX
('avere_avere_VERB', 'paura_paura_NOUN', 'del_di_ADP')	10	avere paura del	avere	paura	del	avere	paura	di	VERB	NOUN	ADP
('di_di_ADP', 'questo_questo_DET', 'romanzo_romanzo_NOUN')	10	di questo romanzo	di	questo	romanzo	di	questo	romanzo	ADP	DET	NOUN
"('è_essere_AUX', 'salito_salire_VERB', ""sull'_su_ADP"")"	10	è salito sull'	è	salito	sull'	essere	salire	su	AUX	VERB	ADP
('ancora_ancora_ADV', 'che_che_SCONJ', 'non_non_ADV')	10	ancora che non	ancora	che	non	ancora	che	non	ADV	SCONJ	ADV
('andare_andare_VERB', 'la_il_DET', 'corda_corda_NOUN')	10	andare la corda	andare	la	corda	andare	il	corda	VERB	DET	NOUN
('da_da_ADP', 'più_più_PRON', 'di_di_ADP')	10	da più di	da	più	di	da	più	di	ADP	PRON	ADP
('pronta_pronto_ADJ', 'per_per_ADP', 'il_il_DET')	10	pronta per il	pronta	per	il	pronto	per	il	ADJ	ADP	DET
"(""quand'_quando_SCONJ"", 'ero_essere_AUX', 'giovane_giovane_ADJ')"	10	quand'ero giovane	quand'	ero	giovane	quando	essere	giovane	SCONJ	AUX	ADJ
('riesce_riuscire_VERB', 'a_a_ADP', 'mangiare_mangiare_VERB')	10	riesce a mangiare	riesce	a	mangiare	riuscire	a	mangiare	VERB	ADP	VERB
('geloso_geloso_ADJ', 'di_di_ADP', 'me_me_PRON')	10	geloso di me	geloso	di	me	geloso	di	me	ADJ	ADP	PRON
('non_non_ADV', 'mi_mi_PRON', 'ami_amare_VERB')	10	non mi ami	non	mi	ami	non	mi	amare	ADV	PRON	VERB
('leggendo_leggere_VERB', 'dei_di_ADP', 'libri_libro_NOUN')	10	leggendo dei libri	leggendo	dei	libri	leggere	di	libro	VERB	ADP	NOUN
('questo_questo_DET', 'rapporto_rapporto_NOUN', 'da_da_ADP')	10	questo rapporto da	questo	rapporto	da	questo	rapporto	da	DET	NOUN	ADP
('al_a_ADP', 'suo_suo_DET', 'professore_professore_NOUN')	10	al suo professore	al	suo	professore	a	suo	professore	ADP	DET	NOUN
('non_non_ADV', 'vado_andare_VERB', 'spesso_spesso_ADV')	10	non vado spesso	non	vado	spesso	non	andare	spesso	ADV	VERB	ADV
('delle_di_ADP', 'uova_uovo_NOUN', 'per_per_ADP')	10	delle uova per	delle	uova	per	di	uovo	per	ADP	NOUN	ADP
('sarà_essere_AUX', 'qua_qua_ADV', 'domani_domani_ADV')	10	sarà qua domani	sarà	qua	domani	essere	qua	domani	AUX	ADV	ADV
('sicuro_sicuro_ADJ', 'con_con_ADP', 'noi_noi_PRON')	10	sicuro con noi	sicuro	con	noi	sicuro	con	noi	ADJ	ADP	PRON
('siete_essere_AUX', 'qui_qui_ADV', 'per_per_ADP')	10	siete qui per	siete	qui	per	essere	qui	per	AUX	ADV	ADP
"('passato_passare_VERB', ""l'_il_DET"", 'intera_intero_ADJ')"	10	passato l'intera	passato	l'	intera	passare	il	intero	VERB	DET	ADJ
('ciò_ciò_PRON', 'che_che_PRON', 'penso_pensare_VERB')	10	ciò che penso	ciò	che	penso	ciò	che	pensare	PRON	PRON	VERB
('sono_essere_AUX', 'molto_molto_ADV', 'preoccupata_preoccupato_ADJ')	10	sono molto preoccupata	sono	molto	preoccupata	essere	molto	preoccupato	AUX	ADV	ADJ
('giocatore_giocatore_NOUN', 'della_di_ADP', 'squadra_squadra_NOUN')	10	giocatore della squadra	giocatore	della	squadra	giocatore	di	squadra	NOUN	ADP	NOUN
('nel_in_ADP', 'suo_suo_DET', 'cortile_cortile_NOUN')	10	nel suo cortile	nel	suo	cortile	in	suo	cortile	ADP	DET	NOUN
('mangia_mangiare_VERB', 'del_di_ADP', 'cibo_cibo_NOUN')	10	mangia del cibo	mangia	del	cibo	mangiare	di	cibo	VERB	ADP	NOUN
('sono_essere_AUX', 'così_così_ADV', 'fiera_fiera_NOUN')	10	sono così fiera	sono	così	fiera	essere	così	fiera	AUX	ADV	NOUN
('aveva_avere_VERB', 'il_il_DET', 'raffreddore_raffreddore_NOUN')	10	aveva il raffreddore	aveva	il	raffreddore	avere	il	raffreddore	VERB	DET	NOUN
('hanno_avere_AUX', 'votato_votare_VERB', 'per_per_ADP')	10	hanno votato per	hanno	votato	per	avere	votare	per	AUX	VERB	ADP
('e_e_CCONJ', 'suo_suo_DET', 'marito_marito_NOUN')	10	e suo marito	e	suo	marito	e	suo	marito	CCONJ	DET	NOUN
('ti_ti_PRON', 'aiuteremo_aiutare_VERB', 'a_a_ADP')	10	ti a	ti	aiuteremo	a	ti	aiutare	a	PRON	VERB	ADP
('aver_avere_AUX', 'rubato_rubare_VERB', 'i_il_DET')	10		aver	rubato	i	avere	rubare	il	AUX	VERB	DET
('lo_lo_PRON', 'devi_dovere_AUX', 'fare_fare_VERB')	10	lo devi fare	lo	devi	fare	lo	dovere	fare	PRON	AUX	VERB
('sai_sapere_VERB', 'come_come_ADV', 'funziona_funzionare_VERB')	10	sai come funziona	sai	come	funziona	sapere	come	funzionare	VERB	ADV	VERB
('fece_fare_VERB', 'il_il_DET', 'suo_suo_DET')	10	fece il suo	fece	il	suo	fare	il	suo	VERB	DET	DET
('volare_volare_VERB', 'un_uno_DET', 'aquilone_aquilone_NOUN')	10	volare un aquilone	volare	un	aquilone	volare	uno	aquilone	VERB	DET	NOUN
('per_per_ADP', 'avermi_avere_AUX', 'invitata_invitare_VERB')	10	per avermi invitata	per	avermi	invitata	per	avere	invitare	ADP	AUX	VERB
('un_uno_DET', 'piccolo_piccolo_ADJ', 'incidente_incidente_NOUN')	10	un piccolo incidente	un	piccolo	incidente	uno	piccolo	incidente	DET	ADJ	NOUN
('tempo_tempo_NOUN', 'di_di_ADP', 'farlo_fare_VERB')	10	tempo di farlo	tempo	di	farlo	tempo	di	fare	NOUN	ADP	VERB
('i_il_DET', 'tempi_tempo_NOUN', 'sono_essere_AUX')	10	i tempi sono	i	tempi	sono	il	tempo	essere	DET	NOUN	AUX
('tagliato_tagliare_VERB', 'la_il_DET', 'torta_torta_NOUN')	10	tagliato la torta	tagliato	la	torta	tagliare	il	torta	VERB	DET	NOUN
('decisi_decidere_VERB', 'di_di_ADP', 'non_non_ADV')	10	decisi di non	decisi	di	non	decidere	di	non	VERB	ADP	ADV
('successo_succedere_VERB', 'a_a_ADP', 'loro_loro_PRON')	10	successo a loro	successo	a	loro	succedere	a	loro	VERB	ADP	PRON
('tua_tuo_DET', 'sorella_sorella_NOUN', 'è_essere_AUX')	10	tua sorella è	tua	sorella	è	tuo	sorella	essere	DET	NOUN	AUX
('i_il_DET', 'ragazzi_ragazzo_NOUN', 'sono_essere_AUX')	10	i ragazzi sono	i	ragazzi	sono	il	ragazzo	essere	DET	NOUN	AUX
('scoppiò_scoppiare_VERB', 'in_in_ADP', 'lacrime_lacrima_NOUN')	10	scoppiò in lacrime	scoppiò	in	lacrime	scoppiare	in	lacrima	VERB	ADP	NOUN
('deciso_decidere_VERB', 'di_di_ADP', 'comprare_comprare_VERB')	10	deciso di comprare	deciso	di	comprare	decidere	di	comprare	VERB	ADP	VERB
('tagliato_tagliare_VERB', 'la_il_DET', 'mela_mela_NOUN')	10	tagliato la mela	tagliato	la	mela	tagliare	il	mela	VERB	DET	NOUN
('la_la_PRON', 'voglio_volere_AUX', 'fare_fare_VERB')	10	la voglio fare	la	voglio	fare	la	volere	fare	PRON	AUX	VERB
('io_io_PRON', 'sto_essere_AUX', 'avendo_avere_VERB')	10	io sto avendo	io	sto	avendo	io	essere	avere	PRON	AUX	VERB
('io_io_PRON', 'prenderò_prendere_VERB', 'il_il_DET')	10	io prenderò il	io	prenderò	il	io	prendere	il	PRON	VERB	DET
('da_da_ADP', 'sua_suo_DET', 'zia_zia_NOUN')	10	da sua zia	da	sua	zia	da	suo	zia	ADP	DET	NOUN
('lavorare_lavorare_VERB', 'per_per_ADP', 'te_te_PRON')	10	lavorare per te	lavorare	per	te	lavorare	per	te	VERB	ADP	PRON
('difficile_difficile_ADJ', 'da_da_ADP', 'fare_fare_VERB')	10	difficile da fare	difficile	da	fare	difficile	da	fare	ADJ	ADP	VERB
('sono_essere_AUX', 'nata_nascere_VERB', 'il_il_DET')	10	sono nata il	sono	nata	il	essere	nascere	il	AUX	VERB	DET
('grado_grado_NOUN', 'di_di_ADP', 'prendere_prendere_VERB')	10	grado di prendere	grado	di	prendere	grado	di	prendere	NOUN	ADP	VERB
('cercando_cercare_VERB', 'di_di_ADP', 'perdere_perdere_VERB')	10	cercando di perdere	cercando	di	perdere	cercare	di	perdere	VERB	ADP	VERB
('dormito_dormire_VERB', 'fino_fino_ADV', 'a_a_ADP')	10		dormito	fino	a	dormire	fino	a	VERB	ADV	ADP
('vive_vivere_VERB', 'in_in_ADP', 'quella_quello_DET')	10	vive in quella	vive	in	quella	vivere	in	quello	VERB	ADP	DET
('aver_avere_AUX', 'rubato_rubare_VERB', 'il_il_DET')	10	aver rubato il	aver	rubato	il	avere	rubare	il	AUX	VERB	DET
('cose_cosa_NOUN', 'che_che_PRON', 'voglio_volere_AUX')	10	cose che voglio	cose	che	voglio	cosa	che	volere	NOUN	PRON	AUX
('lei_lei_PRON', 'lo_lo_PRON', 'sapeva_sapere_VERB')	10	lei lo sapeva	lei	lo	sapeva	lei	lo	sapere	PRON	PRON	VERB
('voi_voi_PRON', 'sapete_sapere_VERB', 'cosa_cosa_PRON')	10	voi sapete cosa	voi	sapete	cosa	voi	sapere	cosa	PRON	VERB	PRON
('ho_avere_VERB', 'il_il_DET', 'naso_naso_NOUN')	10	ho il naso	ho	il	naso	avere	il	naso	VERB	DET	NOUN
('ha_avere_AUX', 'comprato_comprare_VERB', 'quella_quello_DET')	10	ha comprato quella	ha	comprato	quella	avere	comprare	quello	AUX	VERB	DET
('continuato_continuare_VERB', 'a_a_ADP', 'parlare_parlare_VERB')	10	continuato a parlare	continuato	a	parlare	continuare	a	parlare	VERB	ADP	VERB
('che_che_SCONJ', 'ha_avere_VERB', 'una_uno_DET')	10	che ha una	che	ha	una	che	avere	uno	SCONJ	VERB	DET
('è_essere_AUX', 'così_così_ADV', 'adorabile_adorabile_ADJ')	10	è così adorabile	è	così	adorabile	essere	così	adorabile	AUX	ADV	ADJ
('fosse_essere_AUX', 'qui_qui_ADV', 'con_con_ADP')	10	fosse qui con	fosse	qui	con	essere	qui	con	AUX	ADV	ADP
('lei_lei_PRON', 'è_essere_AUX', 'quasi_quasi_ADV')	10	lei è quasi	lei	è	quasi	lei	essere	quasi	PRON	AUX	ADV
('noi_noi_PRON', 'abitiamo_abitare_VERB', 'vicino_vicino_ADV')	10	noi abitiamo vicino	noi	abitiamo	vicino	noi	abitare	vicino	PRON	VERB	ADV
('abitiamo_abitare_VERB', 'vicino_vicino_ADV', 'alla_a_ADP')	10	abitiamo vicino alla	abitiamo	vicino	alla	abitare	vicino	a	VERB	ADV	ADP
"(""po'_poco_PRON"", 'di_di_ADP', 'spray_spray_NOUN')"	10	po' di spray	po'	di	spray	poco	di	spray	PRON	ADP	NOUN
('di_di_ADP', 'spray_spray_NOUN', 'contro_contro_ADP')	10	di spray contro	di	spray	contro	di	spray	contro	ADP	NOUN	ADP
('sono_essere_AUX', 'consapevole_consapevole_ADJ', 'del_di_ADP')	10	sono consapevole del	sono	consapevole	del	essere	consapevole	di	AUX	ADJ	ADP
('uno_uno_DET', 'studente_studente_NOUN', 'delle_di_ADP')	10	uno studente delle	uno	studente	delle	uno	studente	di	DET	NOUN	ADP
('studente_studente_NOUN', 'delle_di_ADP', 'superiori_superiore_ADJ')	10	studente delle superiori	studente	delle	superiori	studente	di	superiore	NOUN	ADP	ADJ
('vi_vi_PRON', 'sto_essere_AUX', 'chiedendo_chiedere_VERB')	10	vi sto chiedendo	vi	sto	chiedendo	vi	essere	chiedere	PRON	AUX	VERB
('non_non_ADV', 'tutte_tutto_DET', 'le_il_DET')	10	non tutte le	non	tutte	le	non	tutto	il	ADV	DET	DET
('qualcosa_qualcosa_PRON', 'mi_mi_PRON', 'dice_dire_VERB')	10	qualcosa mi dice	qualcosa	mi	dice	qualcosa	mi	dire	PRON	PRON	VERB
('che_che_PRON', 'vi_vi_PRON', 'ho_avere_AUX')	10	che vi ho	che	vi	ho	che	vi	avere	PRON	PRON	AUX
('era_essere_AUX', 'dentro_dentro_ADP', 'la_il_DET')	10	era dentro la	era	dentro	la	essere	dentro	il	AUX	ADP	DET
('la_il_DET', 'mia_mio_DET', 'salute_salute_NOUN')	10	la mia salute	la	mia	salute	il	mio	salute	DET	DET	NOUN
"('farò_fare_VERB', ""un'_uno_DET"", 'eccezione_eccezione_NOUN')"	10	farò un'eccezione	farò	un'	eccezione	fare	uno	eccezione	VERB	DET	NOUN
('è_essere_AUX', 'difficile_difficile_ADJ', 'trovare_trovare_VERB')	10	è difficile trovare	è	difficile	trovare	essere	difficile	trovare	AUX	ADJ	VERB
('troppo_troppo_ADV', 'stanchi_stanco_ADJ', 'per_per_ADP')	10	troppo stanchi per	troppo	stanchi	per	troppo	stanco	per	ADV	ADJ	ADP
('la_il_DET', 'mia_mio_DET', 'mente_mente_NOUN')	10	la mia mente	la	mia	mente	il	mio	mente	DET	DET	NOUN
('riesco_riuscire_VERB', 'a_a_ADP', 'proteggere_proteggere_VERB')	10	riesco a proteggere	riesco	a	proteggere	riuscire	a	proteggere	VERB	ADP	VERB
('non_non_ADV', 'aveva_avere_VERB', 'voglia_voglia_NOUN')	10	non aveva voglia	non	aveva	voglia	non	avere	voglia	ADV	VERB	NOUN
('la_il_DET', 'mia_mio_DET', 'voce_voce_NOUN')	10	la mia voce	la	mia	voce	il	mio	voce	DET	DET	NOUN
('essere_essere_AUX', 'al_a_ADP', 'sicuro_sicuro_ADJ')	10	essere al sicuro	essere	al	sicuro	essere	a	sicuro	AUX	ADP	ADJ
('il_il_DET', 'colore_colore_NOUN', 'del_di_ADP')	10	il colore del	il	colore	del	il	colore	di	DET	NOUN	ADP
('può_potere_AUX', 'fare_fare_VERB', 'quello_quello_PRON')	10	può fare quello	può	fare	quello	potere	fare	quello	AUX	VERB	PRON
('è_essere_AUX', 'sempre_sempre_ADV', 'occupato_occupare_VERB')	10	è sempre occupato	è	sempre	occupato	essere	sempre	occupare	AUX	ADV	VERB
('si_si_PRON', 'trova_trovare_VERB', 'in_in_ADP')	10	si trova in	si	trova	in	si	trovare	in	PRON	VERB	ADP
('appena_appena_ADV', 'pulito_pulito_VERB', 'la_il_DET')	10	appena pulito la	appena	pulito	la	appena	pulito	il	ADV	VERB	DET
('fatto_fare_VERB', 'una_uno_DET', 'promessa_promessa_NOUN')	10	fatto una promessa	fatto	una	promessa	fare	uno	promessa	VERB	DET	NOUN
('impegnata_impegnare_VERB', 'a_a_ADP', 'preparare_preparare_VERB')	10	impegnata a preparare	impegnata	a	preparare	impegnare	a	preparare	VERB	ADP	VERB
('piuttosto_piuttosto_ADV', 'bravo_bravo_ADJ', 'a_a_ADP')	10	piuttosto bra	piuttosto	bravo	a	piuttosto	bravo	a	ADV	ADJ	ADP
('sia_essere_AUX', 'un_uno_DET', 'problema_problema_NOUN')	10	sia un problema	sia	un	problema	essere	uno	problema	AUX	DET	NOUN
('ha_avere_AUX', 'cambiato_cambiare_VERB', 'i_il_DET')	10	ha cambi	ha	cambiato	i	avere	cambiare	il	AUX	VERB	DET
('è_essere_AUX', 'fuori_fuori_ADV', 'di_di_ADP')	10	è fuori di	è	fuori	di	essere	fuori	di	AUX	ADV	ADP
"(""l'_il_DET"", 'hotel_hotel_NOUN', 'è_essere_AUX')"	10	l'hotel è	l'	hotel	è	il	hotel	essere	DET	NOUN	AUX
('volevo_volere_AUX', 'essere_essere_AUX', 'un_uno_DET')	10	volevo essere un	volevo	essere	un	volere	essere	uno	AUX	AUX	DET
('a_a_ADP', 'un_uno_DET', 'tiro_tiro_NOUN')	10	a un tiro	a	un	tiro	a	uno	tiro	ADP	DET	NOUN
('andarci_andare_VERB', 'da_da_ADP', 'solo_solo_ADJ')	10	andarci da solo	andarci	da	solo	andare	da	solo	VERB	ADP	ADJ
('un_uno_DET', 'tiro_tiro_NOUN', 'di_di_ADP')	10	un tiro di	un	tiro	di	uno	tiro	di	DET	NOUN	ADP
('tiro_tiro_NOUN', 'di_di_ADP', 'schioppo_schioppo_NOUN')	10	tiro di schioppo	tiro	di	schioppo	tiro	di	schioppo	NOUN	ADP	NOUN
('sto_stare_AUX', 'mangiando_mangiare_VERB', 'una_uno_DET')	10	sto mangiando una	sto	mangiando	una	stare	mangiare	uno	AUX	VERB	DET
('ero_essere_AUX', 'con_con_ADP', 'lei_lei_PRON')	10	ero con lei	ero	con	lei	essere	con	lei	AUX	ADP	PRON
('trovare_trovare_VERB', 'un_uno_DET', 'modo_modo_NOUN')	10	trovare un modo	trovare	un	modo	trovare	uno	modo	VERB	DET	NOUN
('una_uno_DET', 'donna_donna_NOUN', 'che_che_PRON')	10	una donna che	una	donna	che	uno	donna	che	DET	NOUN	PRON
('cane_cane_NOUN', 'è_essere_AUX', 'il_il_DET')	10	cane è il	cane	è	il	cane	essere	il	NOUN	AUX	DET
('ti_ti_PRON', 'devi_dovere_AUX', 'scusare_scusare_VERB')	10	ti devi scusare	ti	devi	scusare	ti	dovere	scusare	PRON	AUX	VERB
('mangiare_mangiare_VERB', 'una_uno_DET', 'pizza_pizza_NOUN')	10	mangiare una pizza	mangiare	una	pizza	mangiare	uno	pizza	VERB	DET	NOUN
('le_le_PRON', 'posso_potere_AUX', 'dare_dare_VERB')	10	le posso dare	le	posso	dare	le	potere	dare	PRON	AUX	VERB
('fidarsi_fidare_VERB', 'di_di_ADP', 'lei_lei_PRON')	10	fidarsi di lei	fidarsi	di	lei	fidare	di	lei	VERB	ADP	PRON
"(""l'_il_DET"", 'umorismo_umorismo_NOUN', 'britannico_britannico_ADJ')"	10	l'umorismo britannico	l'	umorismo	britannico	il	umorismo	britannico	DET	NOUN	ADJ
('tempo_tempo_NOUN', 'ci_ci_PRON', 'vorrà_volere_VERB')	10	tempo ci vorrà	tempo	ci	vorrà	tempo	ci	volere	NOUN	PRON	VERB
('è_essere_AUX', 'al_a_ADP', 'telefono_telefono_NOUN')	10	è al telefono	è	al	telefono	essere	a	telefono	AUX	ADP	NOUN
('pensi_pensare_VERB', 'che_che_SCONJ', 'i_il_DET')	10	pensi	pensi	che	i	pensare	che	il	VERB	SCONJ	DET
('padre_padre_NOUN', 'non_non_ADV', 'è_essere_AUX')	10	padre non è	padre	non	è	padre	non	essere	NOUN	ADV	AUX
('sono_essere_AUX', 'preoccupate_preoccupare_VERB', 'per_per_ADP')	10	sono preoccupate per	sono	preoccupate	per	essere	preoccupare	per	AUX	VERB	ADP
('amo_amare_VERB', 'le_il_DET', 'patatine_patatina_NOUN')	10	amo le patatine	amo	le	patatine	amare	il	patatina	VERB	DET	NOUN
('lavando_lavare_VERB', 'i_il_DET', 'piatti_piatto_NOUN')	10	lavando i piatti	lavando	i	piatti	lavare	il	piatto	VERB	DET	NOUN
('parte_parte_NOUN', 'della_di_ADP', 'città_città_NOUN')	10	parte della città	parte	della	città	parte	di	città	NOUN	ADP	NOUN
('mi_mi_PRON', 'ha_avere_AUX', 'già_già_ADV')	10	mi ha già	mi	ha	già	mi	avere	già	PRON	AUX	ADV
('chiudete_chiudere_VERB', 'a_a_ADP', 'chiave_chiave_NOUN')	10	chiudete a chiave	chiudete	a	chiave	chiudere	a	chiave	VERB	ADP	NOUN
('esame_esame_NOUN', 'di_di_ADP', 'oggi_oggi_NOUN')	10	esame di oggi	esame	di	oggi	esame	di	oggi	NOUN	ADP	NOUN
('ero_essere_AUX', 'con_con_ADP', 'loro_loro_PRON')	10	ero con loro	ero	con	loro	essere	con	loro	AUX	ADP	PRON
('è_essere_AUX', 'ancora_ancora_ADV', 'piuttosto_piuttosto_ADV')	10	è ancora piuttosto	è	ancora	piuttosto	essere	ancora	piuttosto	AUX	ADV	ADV
('mi_mi_PRON', 'avete_avere_AUX', 'chiamato_chiamare_VERB')	10	mi avete chiamato	mi	avete	chiamato	mi	avere	chiamare	PRON	AUX	VERB
('in_in_ADP', 'affitto_affitto_NOUN', 'un_uno_DET')	10	in affitto un	in	affitto	un	in	affitto	uno	ADP	NOUN	DET
('affitto_affitto_NOUN', 'un_uno_DET', 'appartamento_appartamento_NOUN')	10	affitto un appartamento	affitto	un	appartamento	affitto	uno	appartamento	NOUN	DET	NOUN
('vuole_volere_VERB', 'qualcosa_qualcosa_PRON', 'da_da_ADP')	10	vuole qualcosa da	vuole	qualcosa	da	volere	qualcosa	da	VERB	PRON	ADP
('come_come_ADV', 'lo_lo_PRON', 'sapevi_sapere_VERB')	10	come lo sapevi	come	lo	sapevi	come	lo	sapere	ADV	PRON	VERB
('avevo_avere_AUX', 'detto_dire_VERB', 'che_che_SCONJ')	10	avevo detto che	avevo	detto	che	avere	dire	che	AUX	VERB	SCONJ
('piace_piacere_VERB', 'il_il_DET', 'freddo_freddo_NOUN')	10	piace il freddo	piace	il	freddo	piacere	il	freddo	VERB	DET	NOUN
('chi_chi_PRON', 'ha_avere_AUX', 'dato_dare_VERB')	10	chi ha dato	chi	ha	dato	chi	avere	dare	PRON	AUX	VERB
('sono_essere_AUX', 'in_in_ADP', 'pensione_pensione_NOUN')	10	sono in pensione	sono	in	pensione	essere	in	pensione	AUX	ADP	NOUN
('parlare_parlare_VERB', 'più_più_ADV', 'di_di_ADP')	10	parlare più di	parlare	più	di	parlare	più	di	VERB	ADV	ADP
('essere_essere_AUX', 'lì_lì_ADV', 'in_in_ADP')	10	essere lì in	essere	lì	in	essere	lì	in	AUX	ADV	ADP
('ancora_ancora_ADV', 'andare_andare_VERB', 'a_a_ADP')	10	a	ancora	andare	a	ancora	andare	a	ADV	VERB	ADP
('risposto_rispondere_VERB', 'in_in_ADP', 'maniera_maniera_NOUN')	10	risposto in maniera	risposto	in	maniera	rispondere	in	maniera	VERB	ADP	NOUN
