gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('dove_dove_ADV', 'stava_stare_AUX', 'andando_andare_VERB')	5	dove stava andando	dove	stava	andando	dove	stare	andare	ADV	AUX	VERB	
('idea_idea_NOUN', 'di_di_ADP', 'dove_dove_ADV')	5	idea di dove	idea	di	dove	idea	di	dove	NOUN	ADP	ADV	
('mi_mi_PRON', 'comprò_comprare_VERB', 'un_uno_DET')	5	mi comprò un	mi	comprò	un	mi	comprare	uno	PRON	VERB	DET	
('fatto_fare_VERB', 'un_uno_DET', 'buon_buono_ADJ')	5	fatto un buon	fatto	un	buon	fare	uno	buono	VERB	DET	ADJ	
('ha_avere_AUX', 'permesso_permettere_VERB', 'di_di_ADP')	5	ha permesso di	ha	permesso	di	avere	permettere	di	AUX	VERB	ADP	
('fare_fare_VERB', 'la_il_DET', 'pizza_pizza_NOUN')	5	fare la pizza	fare	la	pizza	fare	il	pizza	VERB	DET	NOUN	
('mangiato_mangiare_VERB', 'un_uno_DET', 'hamburger_hamburger_NOUN')	5	mangiato un hamburger	mangiato	un	hamburger	mangiare	uno	hamburger	VERB	DET	NOUN	
"('ha_avere_VERB', ""un'_uno_DET"", 'amica_amico_NOUN')"	5	ha un'amica	ha	un'	amica	avere	uno	amico	VERB	DET	NOUN	
('ho_avere_AUX', 'imparato_imparare_VERB', 'a_a_ADP')	5	ho impa	ho	imparato	a	avere	imparare	a	AUX	VERB	ADP	
('mia_mio_DET', 'moglie_moglie_NOUN', 'non_non_ADV')	5	mia moglie non	mia	moglie	non	mio	moglie	non	DET	NOUN	ADV	
('non_non_ADV', 'sa_sapere_VERB', 'guidare_guidare_VERB')	5	non sa guidare	non	sa	guidare	non	sapere	guidare	ADV	VERB	VERB	
('un_uno_DET', 'lavoro_lavoro_NOUN', 'migliore_migliore_ADJ')	5	un lavoro migliore	un	lavoro	migliore	uno	lavoro	migliore	DET	NOUN	ADJ	
('visto_vedere_VERB', 'un_uno_DET', 'panda_panda_NOUN')	5	visto un panda	visto	un	panda	vedere	uno	panda	VERB	DET	NOUN	
('mi_mi_PRON', 'lascia_lasciare_VERB', 'spesso_spesso_ADV')	5	mi lascia spesso	mi	lascia	spesso	mi	lasciare	spesso	PRON	VERB	ADV	
('aveva_avere_VERB', 'un_uno_DET', 'lavoro_lavoro_NOUN')	5	aveva un lavoro	aveva	un	lavoro	avere	uno	lavoro	VERB	DET	NOUN	
('un_uno_DET', 'lavoro_lavoro_NOUN', 'da_da_ADP')	5	un lavoro da	un	lavoro	da	uno	lavoro	da	DET	NOUN	ADP	
('un_uno_DET', 'appartamento_appartamento_NOUN', 'a_a_ADP')	5	un a	un	appartamento	a	uno	appartamento	a	DET	NOUN	ADP	
('fatto_fare_VERB', 'con_con_ADP', 'i_il_DET')	5	fatto con i	fatto	con	i	fare	con	il	VERB	ADP	DET	
('i_il_DET', 'soldati_soldato_NOUN', 'hanno_avere_AUX')	5	i soldati hanno	i	soldati	hanno	il	soldato	avere	DET	NOUN	AUX	
('insegnando_insegnare_VERB', 'il_il_DET', 'francese_francese_NOUN')	5	insegnando il francese	insegnando	il	francese	insegnare	il	francese	VERB	DET	NOUN	
('non_non_ADV', 'avrebbe_avere_AUX', 'pianto_piangere_VERB')	5	non avrebbe pianto	non	avrebbe	pianto	non	avere	piangere	ADV	AUX	VERB	
('hai_avere_AUX', 'visto_vedere_VERB', 'dei_di_ADP')	5	hai visto dei	hai	visto	dei	avere	vedere	di	AUX	VERB	ADP	
('loro_loro_PRON', 'non_non_ADV', 'hanno_avere_VERB')	5	loro non hanno	loro	non	hanno	loro	non	avere	PRON	ADV	VERB	
('non_non_ADV', 'avete_avere_VERB', 'una_uno_DET')	5	non avete una	non	avete	una	non	avere	uno	ADV	VERB	DET	
"('sono_essere_AUX', ""l'_il_DET"", 'unica_unico_ADJ')"	5	sono l'unica	sono	l'	unica	essere	il	unico	AUX	DET	ADJ	
('di_di_ADP', 'fronte_fronte_NOUN', 'al_a_ADP')	5	di fronte al	di	fronte	al	di	fronte	a	ADP	NOUN	ADP	
('non_non_ADV', 'era_essere_AUX', 'qui_qui_ADV')	5	non era qui	non	era	qui	non	essere	qui	ADV	AUX	ADV	
('di_di_ADP', 'cui_cui_PRON', 'ho_avere_VERB')	5	di cui ho	di	cui	ho	di	cui	avere	ADP	PRON	VERB	
('cui_cui_PRON', 'ho_avere_VERB', 'bisogno_bisogno_NOUN')	5	cui ho bisogno	cui	ho	bisogno	cui	avere	bisogno	PRON	VERB	NOUN	
('quel_quello_DET', 'tipo_tipo_NOUN', 'di_di_ADP')	5	quel tipo di	quel	tipo	di	quello	tipo	di	DET	NOUN	ADP	
('ero_essere_AUX', 'con_con_ADP', 'loro_loro_PRON')	5	ero con loro	ero	con	loro	essere	con	loro	AUX	ADP	PRON	
('vi_vi_PRON', 'ho_avere_AUX', 'chiesto_chiedere_VERB')	5	vi ho chiesto	vi	ho	chiesto	vi	avere	chiedere	PRON	AUX	VERB	
('sono_essere_AUX', 'un_uno_DET', 'fan_fan_NOUN')	5	sono un fan	sono	un	fan	essere	uno	fan	AUX	DET	NOUN	
"(""l'_lo_PRON"", 'ha_avere_AUX', 'baciata_baciare_VERB')"	5	l'ha baciata	l'	ha	baciata	lo	avere	baciare	PRON	AUX	VERB	
('il_il_DET', 'suo_suo_DET', 'turno_turno_NOUN')	5	il suo turno	il	suo	turno	il	suo	turno	DET	DET	NOUN	
('non_non_ADV', 'ti_ti_PRON', 'sto_essere_AUX')	5	non ti sto	non	ti	sto	non	ti	essere	ADV	PRON	AUX	
('loro_loro_PRON', 'non_non_ADV', 'piace_piacere_VERB')	5	loro non piace	loro	non	piace	loro	non	piacere	PRON	ADV	VERB	
('qualcuno_qualcuno_PRON', 'ha_avere_AUX', 'cercato_cercare_VERB')	5	qualcuno ha cercato	qualcuno	ha	cercato	qualcuno	avere	cercare	PRON	AUX	VERB	
('ha_avere_AUX', 'accusato_accusare_VERB', 'di_di_ADP')	5	ha accusato di	ha	accusato	di	avere	accusare	di	AUX	VERB	ADP	
('aver_avere_AUX', 'commesso_commettere_VERB', 'un_uno_DET')	5	aver commesso un	aver	commesso	un	avere	commettere	uno	AUX	VERB	DET	
('invitata_invitare_VERB', 'alla_a_ADP', 'sua_suo_DET')	5	invitata alla sua	invitata	alla	sua	invitare	a	suo	VERB	ADP	DET	
('festa_festa_NOUN', 'di_di_ADP', 'compleanno_compleanno_NOUN')	5	festa di compleanno	festa	di	compleanno	festa	di	compleanno	NOUN	ADP	NOUN	
"('questa_questo_PRON', 'è_essere_AUX', ""un'_uno_DET"")"	5	questa è un'	questa	è	un'	questo	essere	uno	PRON	AUX	DET	
('che_che_DET', 'cosa_cosa_PRON', 'pensa_pensare_VERB')	5	che cosa pensa	che	cosa	pensa	che	cosa	pensare	DET	PRON	VERB	
('è_essere_AUX', 'restato_restare_VERB', 'a_a_ADP')	5	è resta	è	restato	a	essere	restare	a	AUX	VERB	ADP	
('non_non_ADV', 'era_essere_AUX', 'mia_mio_DET')	5	non era mia	non	era	mia	non	essere	mio	ADV	AUX	DET	
('di_di_ADP', 'studiare_studiare_VERB', 'la_il_DET')	5	di studiare la	di	studiare	la	di	studiare	il	ADP	VERB	DET	
"(""com'_come_ADV"", 'era_essere_AUX', 'il_il_DET')"	5	com'era il	com'	era	il	come	essere	il	ADV	AUX	DET	
('dei_di_ADP', 'soldi_soldo_NOUN', 'da_da_ADP')	5	dei soldi da	dei	soldi	da	di	soldo	da	ADP	NOUN	ADP	
('qualcosa_qualcosa_PRON', 'di_di_ADP', 'più_più_ADV')	5	qualcosa di più	qualcosa	di	più	qualcosa	di	più	PRON	ADP	ADV	
('mi_mi_PRON', 'faccia_fare_VERB', 'vedere_vedere_VERB')	5	mi faccia vedere	mi	faccia	vedere	mi	fare	vedere	PRON	VERB	VERB	
('non_non_ADV', 'parla_parlare_VERB', 'mai_mai_ADV')	5	non parla mai	non	parla	mai	non	parlare	mai	ADV	VERB	ADV	
('di_di_ADP', 'questo_questo_DET', 'gioco_gioco_NOUN')	5	di questo gioco	di	questo	gioco	di	questo	gioco	ADP	DET	NOUN	
('qualcosa_qualcosa_PRON', 'con_con_ADP', 'cui_cui_PRON')	5	qualcosa con cui	qualcosa	con	cui	qualcosa	con	cui	PRON	ADP	PRON	
('nelle_in_ADP', 'loro_loro_DET', 'stanze_stanza_NOUN')	5	nelle loro stanze	nelle	loro	stanze	in	loro	stanza	ADP	DET	NOUN	
('preoccuparsi_preoccupare_VERB', 'per_per_ADP', 'lei_lei_PRON')	5	preoccuparsi per lei	preoccuparsi	per	lei	preoccupare	per	lei	VERB	ADP	PRON	
('ha_avere_AUX', 'trascorso_trascorrere_VERB', 'il_il_DET')	5	ha trascorso il	ha	trascorso	il	avere	trascorrere	il	AUX	VERB	DET	
('solamente_solamente_ADV', 'cercando_cercare_VERB', 'di_di_ADP')	5	solamente cercando di	solamente	cercando	di	solamente	cercare	di	ADV	VERB	ADP	
('lei_lei_PRON', 'non_non_ADV', 'lo_lo_PRON')	5	lei non lo	lei	non	lo	lei	non	lo	PRON	ADV	PRON	
('ho_avere_VERB', 'soldi_soldo_NOUN', 'con_con_ADP')	5	ho soldi con	ho	soldi	con	avere	soldo	con	VERB	NOUN	ADP	
('stavo_stare_AUX', 'provando_provare_VERB', 'a_a_ADP')	5	sta	stavo	provando	a	stare	provare	a	AUX	VERB	ADP	
('non_non_ADV', 'piace_piacere_VERB', 'molto_molto_ADV')	5	non piace molto	non	piace	molto	non	piacere	molto	ADV	VERB	ADV	
('decise_decidere_VERB', 'di_di_ADP', 'non_non_ADV')	5	decise di non	decise	di	non	decidere	di	non	VERB	ADP	ADV	
('io_io_PRON', 'sono_essere_AUX', 'pronta_pronto_ADJ')	5	io sono pronta	io	sono	pronta	io	essere	pronto	PRON	AUX	ADJ	
('vi_vi_PRON', 'ha_avere_AUX', 'insegnato_insegnare_VERB')	5	vi ha insegnato	vi	ha	insegnato	vi	avere	insegnare	PRON	AUX	VERB	
('lei_lei_PRON', 'ha_avere_AUX', 'perso_perdere_VERB')	5	lei ha perso	lei	ha	perso	lei	avere	perdere	PRON	AUX	VERB	
('hai_avere_AUX', 'fatto_fare_VERB', 'un_uno_DET')	5	hai fatto un	hai	fatto	un	avere	fare	uno	AUX	VERB	DET	
('riesce_riuscire_VERB', 'a_a_ADP', 'guidare_guidare_VERB')	5	riesce a guidare	riesce	a	guidare	riuscire	a	guidare	VERB	ADP	VERB	
('peggiorando_peggiorare_VERB', 'le_il_DET', 'cose_cosa_NOUN')	5	peggiorando le cose	peggiorando	le	cose	peggiorare	il	cosa	VERB	DET	NOUN	
('ha_avere_AUX', 'mai_mai_ADV', 'voluto_volere_AUX')	5	ha mai voluto	ha	mai	voluto	avere	mai	volere	AUX	ADV	AUX	
('il_il_DET', 'mio_mio_DET', 'portatile_portatile_NOUN')	5	il mio portatile	il	mio	portatile	il	mio	portatile	DET	DET	NOUN	
('è_essere_AUX', 'molto_molto_ADV', 'bello_bello_ADJ')	5	è molto bello	è	molto	bello	essere	molto	bello	AUX	ADV	ADJ	
('di_di_ADP', 'un_uno_DET', 'uomo_uomo_NOUN')	5	di un uomo	di	un	uomo	di	uno	uomo	ADP	DET	NOUN	
('un_uno_DET', 'uomo_uomo_NOUN', 'che_che_PRON')	5	un uomo che	un	uomo	che	uno	uomo	che	DET	NOUN	PRON	
('che_che_PRON', 'dice_dire_VERB', 'la_il_DET')	5	che dice la	che	dice	la	che	dire	il	PRON	VERB	DET	
('andato_andare_VERB', 'a_a_ADP', 'dormire_dormire_VERB')	5	andato a dormire	andato	a	dormire	andare	a	dormire	VERB	ADP	VERB	
('mai_mai_ADV', 'sentito_sentire_VERB', 'parlare_parlare_VERB')	5	mai sentito parlare	mai	sentito	parlare	mai	sentire	parlare	ADV	VERB	VERB	
('mi_mi_PRON', 'sono_essere_AUX', 'alzata_alzare_VERB')	5	mi sono alzata	mi	sono	alzata	mi	essere	alzare	PRON	AUX	VERB	
('sono_essere_AUX', 'molto_molto_ADV', 'bravo_bravo_ADJ')	5	sono molto bravo	sono	molto	bravo	essere	molto	bravo	AUX	ADV	ADJ	
('non_non_ADV', 'essere_essere_AUX', 'troppo_troppo_ADV')	5	non essere troppo	non	essere	troppo	non	essere	troppo	ADV	AUX	ADV	
"('dove_dove_ADV', ""l'_lo_PRON"", 'avete_avere_AUX')"	5	dove l'avete	dove	l'	avete	dove	lo	avere	ADV	PRON	AUX	
('caffè_caffè_NOUN', 'ogni_ogni_DET', 'giorno_giorno_NOUN')	5	caffè ogni giorno	caffè	ogni	giorno	caffè	ogni	giorno	NOUN	DET	NOUN	
('veramente_veramente_ADV', 'i_il_DET', 'cani_cane_NOUN')	5	veramente i cani	veramente	i	cani	veramente	il	cane	ADV	DET	NOUN	
"('per_per_ADP', ""l'_il_DET"", 'ultima_ultimo_ADJ')"	5	per l'ultima	per	l'	ultima	per	il	ultimo	ADP	DET	ADJ	
('di_di_ADP', 'che_che_DET', 'nazionalità_nazionalità_NOUN')	5	di che nazionalità	di	che	nazionalità	di	che	nazionalità	ADP	DET	NOUN	
('mi_mi_PRON', 'disse_dire_VERB', 'mai_mai_ADV')	5	mi disse mai	mi	disse	mai	mi	dire	mai	PRON	VERB	ADV	
('i_il_DET', 'vostri_vostro_DET', 'compiti_compito_NOUN')	5	i vostri compiti	i	vostri	compiti	il	vostro	compito	DET	DET	NOUN	
('lo_lo_PRON', 'avete_avere_AUX', 'detto_dire_VERB')	5	lo avete detto	lo	avete	detto	lo	avere	dire	PRON	AUX	VERB	
('che_che_SCONJ', 'sarebbero_essere_AUX', 'state_essere_AUX')	5	che sarebbero state	che	sarebbero	state	che	essere	essere	SCONJ	AUX	AUX	
('il_il_DET', 'tempo_tempo_NOUN', 'di_di_ADP')	5	il tempo di	il	tempo	di	il	tempo	di	DET	NOUN	ADP	
('chiesto_chiedere_VERB', 'di_di_ADP', 'aiutare_aiutare_VERB')	5	chiesto di aiutare	chiesto	di	aiutare	chiedere	di	aiutare	VERB	ADP	VERB	
('questa_questo_DET', 'città_città_NOUN', 'è_essere_AUX')	5	questa città è	questa	città	è	questo	città	essere	DET	NOUN	AUX	
('so_sapere_VERB', 'che_che_SCONJ', 'avete_avere_VERB')	5	so che avete	so	che	avete	sapere	che	avere	VERB	SCONJ	VERB	
('i_il_DET', 'miei_mio_DET', 'bagagli_bagaglio_NOUN')	5	i miei bagagli	i	miei	bagagli	il	mio	bagaglio	DET	DET	NOUN	
('vive_vivere_VERB', 'in_in_ADP', 'un_uno_DET')	5	vive in un	vive	in	un	vivere	in	uno	VERB	ADP	DET	
('ho_avere_VERB', 'un_uno_DET', 'problema_problema_NOUN')	5	ho un problema	ho	un	problema	avere	uno	problema	VERB	DET	NOUN	
('dissi_dire_VERB', 'che_che_SCONJ', 'non_non_ADV')	5	dissi che non	dissi	che	non	dire	che	non	VERB	SCONJ	ADV	
('di_di_ADP', 'fare_fare_VERB', 'un_uno_DET')	5	di fare un	di	fare	un	di	fare	uno	ADP	VERB	DET	
('sa_sapere_VERB', 'parlare_parlare_VERB', 'francese_francese_ADJ')	5	sa parlare francese	sa	parlare	francese	sapere	parlare	francese	VERB	VERB	ADJ	
('più_più_ADV', 'libri_libro_NOUN', 'di_di_ADP')	5	più libri di	più	libri	di	più	libro	di	ADV	NOUN	ADP	
('non_non_ADV', 'sta_stare_AUX', 'andando_andare_VERB')	5	non sta andando	non	sta	andando	non	stare	andare	ADV	AUX	VERB	
('mi_mi_PRON', 'ringraziò_ringraziare_VERB', 'per_per_ADP')	5	mi ringraziò per	mi	ringraziò	per	mi	ringraziare	per	PRON	VERB	ADP	
('parlare_parlare_VERB', 'con_con_ADP', 'le_il_DET')	5	parlare con le	parlare	con	le	parlare	con	il	VERB	ADP	DET	
('potrebbe_potere_AUX', 'essere_essere_AUX', 'il_il_DET')	5	potrebbe essere il	potrebbe	essere	il	potere	essere	il	AUX	AUX	DET	
"(""l'_lo_PRON"", 'ho_avere_AUX', 'comprata_comprare_VERB')"	5	l'ho comprata	l'	ho	comprata	lo	avere	comprare	PRON	AUX	VERB	
('qui_qui_ADV', 'con_con_ADP', 'lei_lei_PRON')	5	qui con lei	qui	con	lei	qui	con	lei	ADV	ADP	PRON	
('bisogno_bisogno_NOUN', 'di_di_ADP', 'mangiare_mangiare_VERB')	5	bisogno di mangiare	bisogno	di	mangiare	bisogno	di	mangiare	NOUN	ADP	VERB	
"('prenderò_prendere_VERB', 'un_uno_DET', ""po'_poco_PRON"")"	5	prenderò un po'	prenderò	un	po'	prendere	uno	poco	VERB	DET	PRON	
"('un_uno_DET', ""po'_poco_ADV"", 'il_il_DET')"	5	un po' il	un	po'	il	uno	poco	il	DET	ADV	DET	
('che_che_PRON', 'mi_mi_PRON', 'hai_avere_AUX')	5	che mi hai	che	mi	hai	che	mi	avere	PRON	PRON	AUX	
('la_il_DET', 'sua_suo_DET', 'immaginazione_immaginazione_NOUN')	5	la sua immaginazione	la	sua	immaginazione	il	suo	immaginazione	DET	DET	NOUN	
('fuori_fuori_ADV', 'da_da_ADP', 'qua_qua_ADV')	5	fuori da qua	fuori	da	qua	fuori	da	qua	ADV	ADP	ADV	
('le_le_PRON', 'ho_avere_AUX', 'portato_portare_VERB')	5	le ho portato	le	ho	portato	le	avere	portare	PRON	AUX	VERB	
('ha_avere_AUX', 'fatto_fare_VERB', 'il_il_DET')	5	ha fatto il	ha	fatto	il	avere	fare	il	AUX	VERB	DET	
('tempo_tempo_NOUN', 'con_con_ADP', 'lui_lui_PRON')	5	tempo con lui	tempo	con	lui	tempo	con	lui	NOUN	ADP	PRON	
('riguardo_riguardo_ADV', 'a_a_ADP', 'questo_questo_DET')	5	riguardo a questo	riguardo	a	questo	riguardo	a	questo	ADV	ADP	DET	
('la_il_DET', 'mano_mano_NOUN', 'di_di_ADP')	5	la mano di	la	mano	di	il	mano	di	DET	NOUN	ADP	
('il_il_DET', 'moroso_moroso_NOUN', 'di_di_ADP')	5	il moroso di	il	moroso	di	il	moroso	di	DET	NOUN	ADP	
('la_il_DET', 'sua_suo_DET', 'ragazza_ragazzo_NOUN')	5	la sua ragazza	la	sua	ragazza	il	suo	ragazzo	DET	DET	NOUN	
('il_il_DET', 'suo_suo_DET', 'ufficio_ufficio_NOUN')	5	il suo ufficio	il	suo	ufficio	il	suo	ufficio	DET	DET	NOUN	
('non_non_ADV', 'lo_lo_PRON', 'farete_fare_VERB')	5	non lo farete	non	lo	farete	non	lo	fare	ADV	PRON	VERB	
('tu_tu_PRON', 'non_non_ADV', 'sai_sapere_VERB')	5	tu non sai	tu	non	sai	tu	non	sapere	PRON	ADV	VERB	
('non_non_ADV', 'posso_potere_AUX', 'parlare_parlare_VERB')	5	non posso parlare	non	posso	parlare	non	potere	parlare	ADV	AUX	VERB	
('una_uno_DET', 'buona_buono_ADJ', 'ragione_ragione_NOUN')	5	una buona ragione	una	buona	ragione	uno	buono	ragione	DET	ADJ	NOUN	
('mi_mi_PRON', 'ha_avere_AUX', 'preso_prendere_VERB')	5	mi ha preso	mi	ha	preso	mi	avere	prendere	PRON	AUX	VERB	
('ho_avere_AUX', 'sentito_sentire_VERB', 'un_uno_DET')	5	ho sentito un	ho	sentito	un	avere	sentire	uno	AUX	VERB	DET	
('i_il_DET', 'cani_cane_NOUN', 'di_di_ADP')	5	i cani di	i	cani	di	il	cane	di	DET	NOUN	ADP	
('è_essere_AUX', 'privo_privo_ADJ', 'di_di_ADP')	5	è privo di	è	privo	di	essere	privo	di	AUX	ADJ	ADP	
('morso_mordere_VERB', 'da_da_ADP', 'un_uno_DET')	5	morso da un	morso	da	un	mordere	da	uno	VERB	ADP	DET	
('le_le_PRON', 'diede_dare_VERB', 'un_uno_DET')	5	le diede un	le	diede	un	le	dare	uno	PRON	VERB	DET	
('la_il_DET', 'sua_suo_DET', 'cucina_cucina_NOUN')	5	la sua cucina	la	sua	cucina	il	suo	cucina	DET	DET	NOUN	
('è_essere_AUX', 'la_il_DET', 'verità_verità_NOUN')	5	è la verità	è	la	verità	essere	il	verità	AUX	DET	NOUN	
('un_uno_DET', 'dizionario_dizionario_NOUN', 'di_di_ADP')	5	un di	un	dizionario	di	uno	dizionario	di	DET	NOUN	ADP	
('andata_andare_VERB', 'allo_a_ADP', 'zoo_zoo_NOUN')	5	andata allo zoo	andata	allo	zoo	andare	a	zoo	VERB	ADP	NOUN	
"('messo_mettere_VERB', 'un_uno_DET', ""po'_poco_PRON"")"	5	messo un po'	messo	un	po'	mettere	uno	poco	VERB	DET	PRON	
('di_di_ADP', 'essere_essere_AUX', 'da_da_ADP')	5	di essere da	di	essere	da	di	essere	da	ADP	AUX	ADP	
('casa_casa_NOUN', 'ieri_ieri_ADV', 'sera_sera_NOUN')	5	casa ieri sera	casa	ieri	sera	casa	ieri	sera	NOUN	ADV	NOUN	
('ha_avere_AUX', 'fatto_fare_VERB', 'di_di_ADP')	5	ha fatto di	ha	fatto	di	avere	fare	di	AUX	VERB	ADP	
('sono_essere_AUX', 'molto_molto_ADV', 'impegnata_impegnare_VERB')	5	sono molto impegnata	sono	molto	impegnata	essere	molto	impegnare	AUX	ADV	VERB	
('fino_fino_ADV', 'alla_a_ADP', 'stazione_stazione_NOUN')	5	fino alla stazione	fino	alla	stazione	fino	a	stazione	ADV	ADP	NOUN	
('in_in_ADP', 'che_che_DET', 'anno_anno_NOUN')	5	in che anno	in	che	anno	in	che	anno	ADP	DET	NOUN	
('non_non_ADV', 'va_andare_VERB', 'in_in_ADP')	5	non va in	non	va	in	non	andare	in	ADV	VERB	ADP	
('ha_avere_AUX', 'commesso_commettere_VERB', 'un_uno_DET')	5	ha commesso un	ha	commesso	un	avere	commettere	uno	AUX	VERB	DET	
('si_si_PRON', 'è_essere_AUX', 'versato_versare_VERB')	5	si è versato	si	è	versato	si	essere	versare	PRON	AUX	VERB	
('che_che_DET', 'cosa_cosa_PRON', 'deve_dovere_AUX')	5	che cosa deve	che	cosa	deve	che	cosa	dovere	DET	PRON	AUX	
('noi_noi_PRON', 'siamo_essere_AUX', 'andati_andare_VERB')	5	noi siamo andati	noi	siamo	andati	noi	essere	andare	PRON	AUX	VERB	
('pensa_pensare_VERB', 'che_che_SCONJ', 'sarà_essere_AUX')	5	pensa che sarà	pensa	che	sarà	pensare	che	essere	VERB	SCONJ	AUX	
('piace_piacere_VERB', 'il_il_DET', 'football_football_NOUN')	5	piace il football	piace	il	football	piacere	il	football	VERB	DET	NOUN	
"(""un'_uno_DET"", 'occhiata_occhiata_NOUN', 'a_a_ADP')"	5		un'	occhiata	a	uno	occhiata	a	DET	NOUN	ADP	
('è_essere_AUX', 'rotta_rompere_VERB', 'la_il_DET')	5	è rotta la	è	rotta	la	essere	rompere	il	AUX	VERB	DET	
('perché_perché_ADV', 'ti_ti_PRON', 'piace_piacere_VERB')	5	perché ti piace	perché	ti	piace	perché	ti	piacere	ADV	PRON	VERB	
('il_il_DET', 'suo_suo_DET', 'vero_vero_ADJ')	5	il suo vero	il	suo	vero	il	suo	vero	DET	DET	ADJ	
('fuori_fuori_ADV', 'di_di_ADP', 'testa_testa_NOUN')	5	fuori di testa	fuori	di	testa	fuori	di	testa	ADV	ADP	NOUN	
('sotto_sotto_ADP', 'il_il_DET', 'letto_letto_NOUN')	5	sotto il letto	sotto	il	letto	sotto	il	letto	ADP	DET	NOUN	
('fatto_fare_VERB', 'finta_finta_NOUN', 'di_di_ADP')	5	fatto finta di	fatto	finta	di	fare	finta	di	VERB	NOUN	ADP	
('la_il_DET', 'mia_mio_DET', 'valigia_valigia_NOUN')	5	la mia valigia	la	mia	valigia	il	mio	valigia	DET	DET	NOUN	
('vada_andare_VERB', 'a_a_ADP', 'vedere_vedere_VERB')	5	vada a vedere	vada	a	vedere	andare	a	vedere	VERB	ADP	VERB	
('in_in_ADP', 'una_uno_DET', 'scatola_scatola_NOUN')	5	in una scatola	in	una	scatola	in	uno	scatola	ADP	DET	NOUN	
('loro_loro_PRON', 'sono_essere_AUX', 'state_essere_AUX')	5	loro sono state	loro	sono	state	loro	essere	essere	PRON	AUX	AUX	
('non_non_ADV', 'crederà_credere_VERB', 'a_a_ADP')	5	non crederà a	non	crederà	a	non	credere	a	ADV	VERB	ADP	
('il_il_DET', 'tuo_tuo_DET', 'compleanno_compleanno_NOUN')	5	il tuo compleanno	il	tuo	compleanno	il	tuo	compleanno	DET	DET	NOUN	
('ecco_ecco_ADV', 'che_che_SCONJ', 'arriva_arrivare_VERB')	5	ecco che arriva	ecco	che	arriva	ecco	che	arrivare	ADV	SCONJ	VERB	
('accettare_accettare_VERB', 'il_il_DET', 'tuo_tuo_DET')	5	accettare il tuo	accettare	il	tuo	accettare	il	tuo	VERB	DET	DET	
"(""cos'_cosa_PRON"", 'ha_avere_AUX', 'detto_dire_VERB')"	5	cos'ha detto	cos'	ha	detto	cosa	avere	dire	PRON	AUX	VERB	
('voi_voi_PRON', 'siete_essere_AUX', 'più_più_ADV')	5	voi siete più	voi	siete	più	voi	essere	più	PRON	AUX	ADV	
('perché_perché_ADV', 'lui_lui_PRON', 'non_non_ADV')	5	perché lui non	perché	lui	non	perché	lui	non	ADV	PRON	ADV	
('ha_avere_AUX', 'fatto_fare_VERB', 'a_a_ADP')	5	ha	ha	fatto	a	avere	fare	a	AUX	VERB	ADP	
('non_non_ADV', 'si_si_PRON', 'sente_sentire_VERB')	5	non si sente	non	si	sente	non	si	sentire	ADV	PRON	VERB	
('mal_male_NOUN', 'di_di_ADP', 'stomaco_stomaco_NOUN')	5	mal di stomaco	mal	di	stomaco	male	di	stomaco	NOUN	ADP	NOUN	
('ammisero_ammitare_VERB', 'che_che_SCONJ', 'erano_essere_AUX')	5	ammisero che erano	ammisero	che	erano	ammitare	che	essere	VERB	SCONJ	AUX	
('sono_essere_AUX', 'già_già_ADV', 'stata_essere_AUX')	5	sono già stata	sono	già	stata	essere	già	essere	AUX	ADV	AUX	
('dei_di_ADP', 'suoi_suo_DET', 'amici_amico_NOUN')	5	dei suoi amici	dei	suoi	amici	di	suo	amico	ADP	DET	NOUN	
('lo_il_DET', 'scorso_scorso_ADJ', 'weekend_weekend_NOUN')	5	lo scorso weekend	lo	scorso	weekend	il	scorso	weekend	DET	ADJ	NOUN	
('è_essere_AUX', 'un_uno_DET', 'ex_ex_ADJ')	5	è un ex	è	un	ex	essere	uno	ex	AUX	DET	ADJ	
('abbiamo_avere_AUX', 'detto_dire_VERB', 'a_a_ADP')	5	a	abbiamo	detto	a	avere	dire	a	AUX	VERB	ADP	
('è_essere_AUX', 'il_il_DET', 'prezzo_prezzo_NOUN')	5	è il prezzo	è	il	prezzo	essere	il	prezzo	AUX	DET	NOUN	
('chiamato_chiamare_VERB', 'la_il_DET', 'sicurezza_sicurezza_NOUN')	5	chiamato la sicurezza	chiamato	la	sicurezza	chiamare	il	sicurezza	VERB	DET	NOUN	
('suo_suo_DET', 'lavoro_lavoro_NOUN', 'è_essere_AUX')	5	suo lavoro è	suo	lavoro	è	suo	lavoro	essere	DET	NOUN	AUX	
('condannato_condannare_VERB', 'a_a_ADP', 'morte_morte_NOUN')	5	condannato a morte	condannato	a	morte	condannare	a	morte	VERB	ADP	NOUN	
('sto_stare_AUX', 'cercando_cercare_VERB', 'un_uno_DET')	5	sto cercando un	sto	cercando	un	stare	cercare	uno	AUX	VERB	DET	
('fine_fine_NOUN', 'del_di_ADP', 'mondo_mondo_NOUN')	5	fine del mondo	fine	del	mondo	fine	di	mondo	NOUN	ADP	NOUN	
('non_non_ADV', 'posso_potere_AUX', 'dire_dire_VERB')	5	non posso dire	non	posso	dire	non	potere	dire	ADV	AUX	VERB	
