term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
cresceva,crescere,to grow,verb,he was growing/she was growing/you (formal) were growing,"core,verb",,3s,,s,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Da bambina cresceva a Milano.,As a girl she was growing up in Milan.,3363e1c52305f486fa07fc93234d6f2bb384bb5dac238ce65c08957449f9bdc8,f99726080833a3dd8a34f4d16943c9941628ebe5bbd10890fc2c9034e6f70317
crescevamo,crescere,to grow,verb,we were growing,"core,verb",,1p,,p,indicative,imperfect,False,False,False,,,,,,Crescevamo insieme.,We were growing up together.,520a103661508fd33ff343aecad125f81f07d81933d32228a59841f742f837ec,890088d2114c883050c4ed2b7f885e0b6302a3ae3827c652afd31746cd3574f0
crescevate,crescere,to grow,verb,you (plural) were growing,"core,verb",,2p,,p,indicative,imperfect,False,False,False,,,,,,Crescevate nella stessa città.,You were growing up in the same city.,5dd12a744762fc73dfdf9eca344c6054354f46c0c4fe3618d35f7cf41fcd2649,762b9073ab53386b75c2fbcf8c20a880f32a368755c5cba35deb54e94410ba17
crescevano,crescere,to grow,verb,they were growing,"core,verb",,3p,,p,indicative,imperfect,False,False,False,,,,,,Crescevano felici.,They were growing up happily.,c7327471635eacf4d2c7c67cb03cbfeab6ea2c4f4bbc865b08c58d05b633b7f5,3eae3a242a8bf8823d92e264a3f9785ea07622733c25b9c5360a0a07a88bc65e
sono cresciuto,crescere,to grow,verb,I have grown,"core,verb",,1s,m,s,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise',Io sono cresciuto molto.,I have grown a lot.,038ae1caf8eb59d4efa82791417bee1783cc2ef5fd56fd74e2bb12617d1564fc,32090fd55cb14003ba4918c021db50612798090ee34809039701c78630cfeeb3
sono cresciuta,crescere,to grow,verb,I have grown,"core,verb",,1s,f,s,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise',Io sono cresciuta molto.,I have grown a lot.,293f9683180eb6b8a58a254886a64c9526bc03076e55d8c74b2d6b02d3a0f634,32090fd55cb14003ba4918c021db50612798090ee34809039701c78630cfeeb3
sei cresciuto,crescere,to grow,verb,you have grown,"core,verb",,2s,m,s,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise',Tu sei cresciuto molto.,You have grown a lot.,48b32bb668cbccfc103b346edec5449ee3517a5d497d4b2f051f74e4bcbee673,ca05ea363f0540e67a60a95ac4fb3aac7dd58e6b5eb4c11b2e80c9a48f6acd03
sei cresciuta,crescere,to grow,verb,you have grown,"core,verb",,2s,f,s,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise',Tu sei cresciuta molto.,You have grown a lot.,ad92c14ba6ce43a76706bc682fce259311fd5a649ff79f8fa35a660a4bf9838f,ca05ea363f0540e67a60a95ac4fb3aac7dd58e6b5eb4c11b2e80c9a48f6acd03
è cresciuto,crescere,to grow,verb,he has grown/you (formal) have grown,"core,verb",,3s,m,s,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise'; also used as formal 'Lei',Lui è cresciuto rapidamente.,He has grown quickly.,7bfee1998680ed79d97ba1e7e39d2a4d5faf3a246159576ae1bb5b4fbb1bdc12,3c1fd33eea7d1cf37a56263983f4e06ed799789f82c48fe8f16bbe67e7474dd7
è cresciuta,crescere,to grow,verb,she has grown/you (formal) have grown,"core,verb",,3s,f,s,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise'; also used as formal 'Lei',Lei è cresciuta rapidamente.,She has grown quickly.,20d4da98d6121abcd504c23f1d9e6c186a3399103a0b62564776c3017c2a1b0d,e0d5c1a6bf9995fef741139e25d8cb06959b04d9d87177c56ec888a1a1958a52
siamo cresciuti,crescere,to grow,verb,we have grown,"core,verb",,1p,m,p,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise',Noi siamo cresciuti insieme.,We have grown together.,d5fd2b84a68d867af699ccf495a5e570212871cd310fa19e0291d1efd350d338,2005a8ac66917ea52baf2467f608994b9f7cb71176a773f385f9c451f44a9d3b
siamo cresciute,crescere,to grow,verb,we have grown,"core,verb",,1p,f,p,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise',Noi siamo cresciute insieme.,We have grown together.,03b71d99b019efcf49ff1c94ced4529401a53dd4560e255de4ed782d9e701403,2005a8ac66917ea52baf2467f608994b9f7cb71176a773f385f9c451f44a9d3b
siete cresciuti,crescere,to grow,verb,you (plural) have grown,"core,verb",,2p,m,p,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise',Voi siete cresciuti tanto.,You have grown a lot.,0c73f0bf16d2f144eb4dedfef0abee4cba4c5d6bd4b36aa719fe3706517b818f,6591fc23f38365afdbbac4014980a83a8043191f4a1c23c7df346c65e489e942
siete cresciute,crescere,to grow,verb,you (plural) have grown,"core,verb",,2p,f,p,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise',Voi siete cresciute tanto.,You have grown a lot.,4c49661ca77e39d0d350a1de28123d2f944b742949789760f7906a37d2e849cd,6591fc23f38365afdbbac4014980a83a8043191f4a1c23c7df346c65e489e942
sono cresciuti,crescere,to grow,verb,they have grown,"core,verb",,3p,m,p,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise',Loro sono cresciuti bene.,They have grown well.,3c7ecb7f11f405def1a003ff60e4495b15c1dc9748fa763a71b0d8c7843e7444,c729a9f2cc528fe3c2c2ccdabcf3070014640802da9cae251178556453e55dec
sono cresciute,crescere,to grow,verb,they have grown,"core,verb",,3p,f,p,indicative,passato prossimo,False,False,True,,,,,aux essere (intransitive); alt. avere when transitive 'to raise',Loro sono cresciute bene.,They have grown well.,e6bbe4fc756f2b20596ffdd7e0ffb2f62de72af38b3bae01f32c1beaaa303339,c729a9f2cc528fe3c2c2ccdabcf3070014640802da9cae251178556453e55dec
crogiolarsi,crogiolarsi,to bask,verb,to bask,"leisure,weather",,,,,non-finite,infinitive,False,False,False,,,,,pronominal reflexive verb; also 'to wallow (in)',È bello crogiolarsi al sole.,It is nice to bask in the sun.,b6cd45f0b00488834cff1f9b21441a00c3001c1748ed816c02fca30b5c9a781a,580547a272e05ca1c88a265dd0715ffd9ed4e659983966f8bf7b09e44eb5d0dc
crogiolandosi,crogiolarsi,to bask,verb,basking,"leisure,weather",,,,,gerund,,False,False,False,,,,,gerund form,Stava crogiolandosi al sole.,He was basking in the sun.,982fc00f7316445f82d7262fc092160ddd13c08b78e47b60c456af78a79ca799,458ad1322ca665bba8f1dd8d74b3003efeddbf3c8bdc47d99704569cedb6860a
crogiolato,crogiolarsi,to bask,verb,basked,"leisure,weather",,,m,s,participle,past,False,False,False,,,,,past participle; masculine singular,Mi sono crogiolato al sole.,I have basked in the sun.,36555253275f898fd6256de848c48d5f2acddd3822446aedbb64150905c671cb,0d9433bb35c52cc80f2232cafd35eac7911a1fff0465f59e10e80a85e3a50c7a
crogiolata,crogiolarsi,to bask,verb,basked,"leisure,weather",,,f,s,participle,past,False,False,False,,,,,past participle; feminine singular,Mi sono crogiolata al sole.,I have basked in the sun.,6b2d307cd07bfc6f72697db6cd492b3ac484e1ce021c997bf815f4613ea07e32,0d9433bb35c52cc80f2232cafd35eac7911a1fff0465f59e10e80a85e3a50c7a
crogiolati,crogiolarsi,to bask,verb,basked,"leisure,weather",,,m,p,participle,past,False,False,False,,,,,past participle; masculine plural,Ci siamo crogiolati al sole.,We have basked in the sun.,fe9e789fc94b8aaff72a63890adee9ce724ecd7e9148a7a7d8c3a5309f8f0cd8,0d9433bb35c52cc80f2232cafd35eac7911a1fff0465f59e10e80a85e3a50c7a
crogiolate,crogiolarsi,to bask,verb,basked,"leisure,weather",,,f,p,participle,past,False,False,False,,,,,past participle; feminine plural,Ci siamo crogiolate al sole.,We have basked in the sun.,8571535e9f44da28d4e77d2b00f1255e8ccf95d1e002ecf82cf83e861b2908da,0d9433bb35c52cc80f2232cafd35eac7911a1fff0465f59e10e80a85e3a50c7a
mi crogiolo,crogiolarsi,to bask,verb,I bask,"leisure,weather",,1s,,s,indicative,present,False,False,False,,,,,,Oggi mi crogiolo al sole.,Today I bask in the sun.,98af1e6971baf8dcfba92ee9ce71f2968320de08a78042b797e5b129891c3cbf,f6105329f85619a3c8fc53e5bfb606f05f81f0e5e136d0c0b142765b5cc46e44
ti crogioli,crogiolarsi,to bask,verb,you bask,"leisure,weather",,2s,,s,indicative,present,False,False,False,,,,,,Non ti crogioli troppo.,Do not bask too much.,67e2b2e4886ac139e84f203c8069104c3a7b13a550d816ad86287261a65a3707,6d7e0ed884eaede6cb4b82d691d8d7bb7497dd8832dc8c6499c9eb514da4a498
si crogiola,crogiolarsi,to bask,verb,he basks/she basks/you (formal) bask,"leisure,weather",,3s,,s,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui si crogiola al sole.,He basks in the sun.,e23f33acf96606f17aa12e2e76f36eab79709c5a8057795a80c7a1a3a684d110,9cc58db68ae1ec8bf6e58885b933606a68be598452e9a8ec25a8bdb5e03b6039
ci crogioliamo,crogiolarsi,to bask,verb,we bask,"leisure,weather",,1p,,p,indicative,present,False,False,False,,,,,,Noi ci crogioliamo al caldo.,We bask in the warmth.,ae2d5c61f5550b689a99723c73e88e7b661d05321bd578968140140a9b7e4d09,b8f604f5dbe43ff9cbb60f5d491eda73b21a7d5d821c34e4d41fcb23a81ab387
vi crogiolate,crogiolarsi,to bask,verb,you (plural) bask,"leisure,weather",,2p,,p,indicative,present,False,False,False,,,,,,Quando vi crogiolate al sole?,When do you bask in the sun?,8c6bd8ff2d11c281c82590e2bb1f9c5bb163909f81de80276dfe4b484be62acd,18b7038f62b7e987bb22d79c43d6501def318a3a5dfa92b9eb4dadfb1a9ef9d4
si crogiolano,crogiolarsi,to bask,verb,they bask,"leisure,weather",,3p,,p,indicative,present,False,False,False,,,,,,Si crogiolano in vacanza.,They bask on vacation.,090cf877aa7ac85b732777feb8b472af0f75c672e661e3be8508878f416eec1b,4649bbc2162cc65ce087539fe5a6de1b2ccd4658f693f2620c69a4ea8706c235
mi crogiolavo,crogiolarsi,to bask,verb,I was basking,"leisure,weather",,1s,,s,indicative,imperfect,False,False,False,,,,,,Da ragazzo mi crogiolavo al sole.,As a boy I was basking in the sun.,0e3c72112d19782a11f6378639464b07f3c1b8e23feb6fec65607a2e039f292e,bf487be1694ed68fde1bb1c2b6b55b3ba3a955201e03f926bba49d27deddfd06
ti crogiolavi,crogiolarsi,to bask,verb,you were basking,"leisure,weather",,2s,,s,indicative,imperfect,False,False,False,,,,,,Ti crogiolavi sempre al caldo.,You were always basking in the warmth.,8aa2dcc46427f5394a7ece7a5ae22dbfe30d1a66e8789f93777a7c83cab1e6c5,b967ea83bbcabb33fe214260b780747ac15341279a551a15c428369c06e85d2e
si crogiolava,crogiolarsi,to bask,verb,he was basking/she was basking/you (formal) were basking,"leisure,weather",,3s,,s,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Si crogiolava al sole.,She was basking in the sun.,dbcaef0301bcc39f2e61b905972eb3d48fe57afecd0d7994cae6054fa89b4b85,449b74997d28a3bca5f38c671c80259f7c707350f7cde1cffe3dcd11bed8fec2
ci crogiolavamo,crogiolarsi,to bask,verb,we were basking,"leisure,weather",,1p,,p,indicative,imperfect,False,False,False,,,,,,Ci crogiolavamo sulla spiaggia.,We were basking on the beach.,bfb5b8e977c3f3973ae8269088b5370cecd9b25d34dc21b58527160d5b1de348,b8b4b2dd3ffa5d38445c2671b36f119d9dd7e73946a01511481e7eb8d9586b4a
vi crogiolavate,crogiolarsi,to bask,verb,you (plural) were basking,"leisure,weather",,2p,,p,indicative,imperfect,False,False,False,,,,,,Vi crogiolavate dopo pranzo.,You were basking after lunch.,120e27d85db7de86c8db94c6d1732e7457646d59bff64f8bd21920215fc84b29,7554667760a89bc5d0108822040988425a71c096e0668fe1a40ee50cf69cd03c
si crogiolavano,crogiolarsi,to bask,verb,they were basking,"leisure,weather",,3p,,p,indicative,imperfect,False,False,False,,,,,,Si crogiolavano al tramonto.,They were basking at sunset.,eb28b84cc97dba2d7dae6af4edadfd7bbb01373a120ec6176ef7c75c6e9ecc4d,a6e28a8d79ae5cada4e28e683ed625ecf31d7118dbe22cde10a8e9a823699678
mi sono crogiolato,crogiolarsi,to bask,verb,I have basked,"leisure,weather",,1s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; reflexive; agreement with subject,Mi sono crogiolato in giardino.,I have basked in the garden.,2c98a08ce0d56b35b8e8cba8385e07e439d160bde99ce1e485e353b6b9dd0cd6,d8ac262360afa6a67b81552255f7d4947c1707a89d9ed33c442704dbceda728b
mi sono crogiolata,crogiolarsi,to bask,verb,I have basked,"leisure,weather",,1s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; reflexive; agreement with subject,Mi sono crogiolata in giardino.,I have basked in the garden.,1375bd63d54b7c0c09ccb0d18003c2e4f9e729c6dcbb15330969f51800ce677f,d8ac262360afa6a67b81552255f7d4947c1707a89d9ed33c442704dbceda728b
ti sei crogiolato,crogiolarsi,to bask,verb,you have basked,"leisure,weather",,2s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; reflexive; agreement with subject,Ti sei crogiolato al sole?,Have you basked in the sun?,a987b137dd670d36f13cc41c4979b722ab87fc767f59c8d4a45baf039343938d,c4935f74329dbef4335b3d86a5ef69ad27cf1ce8f38928c6c0df436c6c82a890
ti sei crogiolata,crogiolarsi,to bask,verb,you have basked,"leisure,weather",,2s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; reflexive; agreement with subject,Ti sei crogiolata un po'?,Have you basked a bit?,b84729b3e12c52b15c0fccd0718c5a3b592a1c8cf4fd438671e20c906e1fb013,c4935f74329dbef4335b3d86a5ef69ad27cf1ce8f38928c6c0df436c6c82a890
si è crogiolato,crogiolarsi,to bask,verb,he has basked/she has basked/you (formal) have basked,"leisure,weather",,3s,m,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; also used as formal 'Lei',Si è crogiolato al sole.,He has basked in the sun.,c3789a72aa33d49ff7d43dad96325a96ff822d6a7cc5cf392590d4178ef44ac8,9117b5fdec6541e17d135e0d916825fcbc2c822dfa9fec39f3c7064be6c0e63f
si è crogiolata,crogiolarsi,to bask,verb,he has basked/she has basked/you (formal) have basked,"leisure,weather",,3s,f,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; also used as formal 'Lei',Si è crogiolata al sole.,She has basked in the sun.,c1de4a60af06fe4d2c9695fd2b33ac022680b445476fc6907ce5e4eb2d75d280,9117b5fdec6541e17d135e0d916825fcbc2c822dfa9fec39f3c7064be6c0e63f
ci siamo crogiolati,crogiolarsi,to bask,verb,we have basked,"leisure,weather",,1p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; reflexive; agreement with subject,Ci siamo crogiolati tutta la mattina.,We have basked all morning.,c488164746f7b38204961bb48f97bf68432bc8b91d32f8ef54814b333ffc52b6,333d1c7cbec4ede965465204325ae315bc48bf877fe3300b350aad9decd218a0
ci siamo crogiolate,crogiolarsi,to bask,verb,we have basked,"leisure,weather",,1p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; reflexive; agreement with subject,Ci siamo crogiolate sul prato.,We have basked on the lawn.,9401b270ee92aca89b4e108f37042743f5f8e00601396dbd0834ce470e49ad74,333d1c7cbec4ede965465204325ae315bc48bf877fe3300b350aad9decd218a0
vi siete crogiolati,crogiolarsi,to bask,verb,you (plural) have basked,"leisure,weather",,2p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; reflexive; agreement with subject,Vi siete crogiolati al caldo.,You have basked in the warmth.,185e54bb9624b67a0a439fce3ae6c00011b5ea281e6079c91f748885c6005acd,3b568af9f8b8edef5fa10ba53442122be97490840be87bd9f8fe5f51cb0acc25
vi siete crogiolate,crogiolarsi,to bask,verb,you (plural) have basked,"leisure,weather",,2p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; reflexive; agreement with subject,Vi siete crogiolate al sole.,You have basked in the sun.,b7b9d8c09309944494166deb78ac126ccd2b8aa3b00a15332e544dea83aa7bf0,3b568af9f8b8edef5fa10ba53442122be97490840be87bd9f8fe5f51cb0acc25
si sono crogiolati,crogiolarsi,to bask,verb,they have basked,"leisure,weather",,3p,m,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; reflexive; agreement with subject,Si sono crogiolati al mare.,They have basked at the sea.,8bc941683ccf8e61ed6d309c2582341f36fc93fa421cafdaf8a868b2b43c0e31,1d2c5aa96a7a14208ab83b7ba6f84f69029cc8ab6ea850baca943b2a7f8e3e6b
si sono crogiolate,crogiolarsi,to bask,verb,they have basked,"leisure,weather",,3p,f,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; reflexive; agreement with subject,Si sono crogiolate in terrazza.,They have basked on the terrace.,d3c2c97e4484137f313d40ac2e4fbc3717ec0bd3620073d6cfae9e24b5c49070,1d2c5aa96a7a14208ab83b7ba6f84f69029cc8ab6ea850baca943b2a7f8e3e6b
si crogiolò,crogiolarsi,to bask,verb,he basked/she basked/you (formal) basked,"leisure,weather",,3s,,s,indicative,passato remoto,False,False,False,,,,,passato remoto form; also used as formal 'Lei',Poi si crogiolò al sole.,Then he basked in the sun.,65e22cfb93feddde77dcbddd0b279975069393bb630fcf1117a845146bba81aa,94d82ab75732373479ce0cdb28aa2e6310d9985a970528ce74d8a6b62038d965
dare,dare,to give,verb,to give,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,irregular present: do/dai/dà/diamo/date/danno; past participle 'dato',Voglio dare una mano.,I want to give a hand.,7bdfb196417792ed6df85184822db07b7e542c03ac2da1b10a42388238da4471,440a2cd4faea1a0cc7413100477de4be5b62cc8a9c6e0f96064124b8c259af68
dando,dare,to give,verb,giving,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto dando una mano.,I am giving a hand.,7d9a660647a6bfa2ea8d537e1b255cb1f4dac7409448d6155257a9132e627d47,1f0171ae165c8e704f2a23861dec74f1dc1782922a350899c53f2fc45515c496
dato,dare,to give,verb,given,"core,verb",,,m,s,participle,past,False,False,False,,,,,past participle (masculine singular),L'ho dato ieri.,I gave it yesterday.,956c27dc4db81bf345bb8ea6bf73cc41a5d28484e8600d02f83999b1ffc22409,0ddb29510405d4e53d9dfff95bdedc7c721f7a03b13119673c7b04ccf3fbed3c
data,dare,to give,verb,given,"core,verb",,,f,s,participle,past,False,False,False,,,,,past participle (feminine singular),L'ho data al capo.,I gave it to the boss.,326c87b15d5ad0eab0412d7fc4d40af0d012800dfdb1add3f61f70a1b46ee9e5,0ddb29510405d4e53d9dfff95bdedc7c721f7a03b13119673c7b04ccf3fbed3c
dati,dare,to give,verb,given,"core,verb",,,m,p,participle,past,False,False,False,,,,,past participle (masculine plural),Li ho dati a Marco.,I gave them to Marco.,ea675e4f6028fb17459957394e9313b15c8fd1c77c819a24221f989a7c6ce175,0ddb29510405d4e53d9dfff95bdedc7c721f7a03b13119673c7b04ccf3fbed3c
date,dare,to give,verb,given,"core,verb",,,f,p,participle,past,False,False,False,,,,,past participle (feminine plural),Le ho date a Maria.,I gave them to Maria.,5e7a7f1c18d36d94d35aac0b85ef039a3e60ce9f43343f38b657a7e9f423f5f0,0ddb29510405d4e53d9dfff95bdedc7c721f7a03b13119673c7b04ccf3fbed3c
do,dare,to give,verb,I give,"core,verb",,1s,,s,indicative,present,False,False,False,,,,,,Io do una mano.,I give a hand.,0dd2db437c23b13088169e00eb5bdcd031801289a0d42154ff663e53131310ac,5b34068e7aee0a4600319c902895b496b75d2a413e27c80c4ffdefdd5574ea3b
dai,dare,to give,verb,you give,"core,verb",,2s,,s,indicative,present,False,False,False,,,,,,Tu dai ottimi consigli.,You give great advice.,610681d5f0f26c19795939cca5825064ed8429155e7740ac7855e5b3978bc2e3,f0ee151faf1b69afdd2190dab0a1fb10fcd7d8745eb16626089e2c3888a32b79
dà,dare,to give,verb,he gives/she gives/you (formal) give,"core,verb",,3s,,s,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei dà sempre buoni consigli.,She always gives good advice.,1334322b6fa87e467ade9f978f94f119863de85f2d6286d1a26af18191fb86e0,2dd641cf5b00cdf0d564a4ba0805cc62b8954e9d1a21526c2be9a599383b30da
