term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
pensa,pensare,to think,verb,he thinks/she thinks/you (formal) think,"core,verb",,3s,n/a,s,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei pensa spesso a te.,She thinks of you often.,,
pensiamo,pensare,to think,verb,we think,"core,verb",,1p,n/a,p,indicative,present,False,False,False,,,,,,Pensiamo di partire domani.,We are thinking of leaving tomorrow.,,
pensate,pensare,to think,verb,you (plural) think,"core,verb",,2p,n/a,p,indicative,present,False,False,False,,,,,,Voi pensate troppo.,You (plural) think too much.,,
pensano,pensare,to think,verb,they think,"core,verb",,3p,n/a,p,indicative,present,False,False,False,,,,,,Pensano che tu sia in ritardo.,They think you are late.,,
pensavo,pensare,to think,verb,I was thinking,"core,verb",,1s,n/a,s,indicative,imperfect,False,False,False,,,,,,Pensavo a te ieri.,I was thinking of you yesterday.,,
pensavi,pensare,to think,verb,you were thinking,"core,verb",,2s,n/a,s,indicative,imperfect,False,False,False,,,,,,Pensavi di venire?,Were you thinking of coming?,,
pensava,pensare,to think,verb,he was thinking/she was thinking/you (formal) were thinking,"core,verb",,3s,n/a,s,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei pensava spesso al futuro.,She often thought about the future.,,
pensavamo,pensare,to think,verb,we were thinking,"core,verb",,1p,n/a,p,indicative,imperfect,False,False,False,,,,,,Pensavamo la stessa cosa.,We were thinking the same thing.,,
pensavate,pensare,to think,verb,you (plural) were thinking,"core,verb",,2p,n/a,p,indicative,imperfect,False,False,False,,,,,,Pensavate che fosse facile.,You (plural) thought it was easy.,,
pensavano,pensare,to think,verb,they were thinking,"core,verb",,3p,n/a,p,indicative,imperfect,False,False,False,,,,,,Pensavano solo al lavoro.,They thought only about work.,,
ho pensato,pensare,to think,verb,I have thought,"core,verb",,1s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pensato',Ho pensato di chiamarti.,I have thought of calling you.,,
hai pensato,pensare,to think,verb,you have thought,"core,verb",,2s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pensato',Hai pensato a lei?,Have you thought of her?,,
ha pensato,pensare,to think,verb,he has thought/she has thought/you (formal) have thought,"core,verb",,3s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha pensato a tutto.,He has thought of everything.,,
abbiamo pensato,pensare,to think,verb,we have thought,"core,verb",,1p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pensato',Abbiamo pensato di restare.,We have thought about staying.,,
avete pensato,pensare,to think,verb,you (plural) have thought,"core,verb",,2p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pensato',Avete pensato bene.,You (plural) have thought well.,,
hanno pensato,pensare,to think,verb,they have thought,"core,verb",,3p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pensato',Hanno pensato al peggio.,They have thought of the worst.,,
potere,potere,to be able to,verb,to be able to,"core,verb",,,n/a,n/a,non-finite,infinitive,False,False,False,,,,,modal verb; highly irregular; used with auxiliary avere; past participle potuto,Voglio potere partire.,I want to be able to leave.,,
potendo,potere,to be able to,verb,being able to,"core,verb",,,n/a,n/a,gerund,,False,False,False,,,,,gerund form; usually followed by an infinitive,Non potendo entrare aspettiamo fuori.,Not being able to enter we wait outside.,,
potuto,potere,to be able to,verb,been able to,"core,verb",,,m,s,participle,past,False,False,False,,,,,past participle; used with auxiliary avere + infinitive,L'ho potuto fare.,I was able to do it.,,
potuta,potere,to be able to,verb,been able to,"core,verb",,,f,s,participle,past,False,False,False,,,,,past participle; agreement may occur with preceding direct object pronoun,L'ho potuta vedere.,I was able to see her.,,
potuti,potere,to be able to,verb,been able to,"core,verb",,,m,p,participle,past,False,False,False,,,,,past participle; agreement may occur with preceding direct object pronoun,Li ho potuti aiutare.,I was able to help them.,,
potute,potere,to be able to,verb,been able to,"core,verb",,,f,p,participle,past,False,False,False,,,,,past participle; agreement may occur with preceding direct object pronoun,Le ho potute invitare.,I was able to invite them.,,
posso,potere,to be able to,verb,I can,"core,verb",,1s,n/a,s,indicative,present,False,False,False,,,,,,Posso venire domani.,I can come tomorrow.,,
puoi,potere,to be able to,verb,you can,"core,verb",,2s,n/a,s,indicative,present,False,False,False,,,,,,Puoi chiamarmi dopo.,You can call me later.,,
può,potere,to be able to,verb,he can/she can/you (formal) can,"core,verb",,3s,n/a,s,indicative,present,False,False,False,,,,,also used as formal Lei,Può aspettare un momento.,He can wait a moment.,,
possiamo,potere,to be able to,verb,we can,"core,verb",,1p,n/a,p,indicative,present,False,False,False,,,,,,Possiamo uscire presto.,We can go out early.,,
potete,potere,to be able to,verb,you (plural) can,"core,verb",,2p,n/a,p,indicative,present,False,False,False,,,,,,Potete sedervi qui.,You can sit here.,,
possono,potere,to be able to,verb,they can,"core,verb",,3p,n/a,p,indicative,present,False,False,False,,,,,,Possono iniziare ora.,They can start now.,,
potevo,potere,to be able to,verb,I could,"core,verb",,1s,n/a,s,indicative,imperfect,False,False,False,,,,,,Potevo correre più veloce.,I could run faster.,,
potevi,potere,to be able to,verb,you could,"core,verb",,2s,n/a,s,indicative,imperfect,False,False,False,,,,,,Potevi vedere il mare.,You could see the sea.,,
poteva,potere,to be able to,verb,he could/she could/you (formal) could,"core,verb",,3s,n/a,s,indicative,imperfect,False,False,False,,,,,also used as formal Lei,Poteva finire presto.,He could finish early.,,
potevamo,potere,to be able to,verb,we could,"core,verb",,1p,n/a,p,indicative,imperfect,False,False,False,,,,,,Potevamo aiutarti.,We could help you.,,
potevate,potere,to be able to,verb,you (plural) could,"core,verb",,2p,n/a,p,indicative,imperfect,False,False,False,,,,,,Potevate arrivare prima.,You could arrive earlier.,,
potevano,potere,to be able to,verb,they could,"core,verb",,3p,n/a,p,indicative,imperfect,False,False,False,,,,,,Potevano capire tutto.,They could understand everything.,,
ho potuto,potere,to be able to,verb,I have been able to,"core,verb",,1s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; usually followed by an infinitive,Ho potuto parlargli.,I have been able to talk to him.,,
hai potuto,potere,to be able to,verb,you have been able to,"core,verb",,2s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; usually followed by an infinitive,Hai potuto dormire.,You have been able to sleep.,,
ha potuto,potere,to be able to,verb,he has been able to/she has been able to/you (formal) have been able to,"core,verb",,3s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal Lei,Ha potuto entrare.,He has been able to enter.,,
abbiamo potuto,potere,to be able to,verb,we have been able to,"core,verb",,1p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; usually followed by an infinitive,Abbiamo potuto vedere tutto.,We have been able to see everything.,,
avete potuto,potere,to be able to,verb,you (plural) have been able to,"core,verb",,2p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; usually followed by an infinitive,Avete potuto finire.,You have been able to finish.,,
hanno potuto,potere,to be able to,verb,they have been able to,"core,verb",,3p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; usually followed by an infinitive,Hanno potuto partire.,They have been able to leave.,,
prendere,prendere,to take,verb,to take,"core,verb",,,n/a,n/a,non-finite,infinitive,False,False,False,,,,,regular -ere verb; past participle irregular 'preso',Voglio prendere questo treno.,I want to take this train.,,
prendendo,prendere,to take,verb,taking,"core,verb",,,n/a,n/a,gerund,,False,False,False,,,,,gerund form,Sto prendendo una decisione.,I am making a decision.,,
preso,prendere,to take,verb,taken,"core,verb",,,m,s,participle,past,False,False,False,,,,,"past participle, irregular root, masculine singular",L'ho preso.,I took it.,,
presa,prendere,to take,verb,taken,"core,verb",,,f,s,participle,past,False,False,False,,,,,"past participle, irregular root, feminine singular",L'ho presa.,I took it.,,
presi,prendere,to take,verb,taken,"core,verb",,,m,p,participle,past,False,False,False,,,,,"past participle, irregular root, masculine plural",Li ho presi.,I took them.,,
prese,prendere,to take,verb,taken,"core,verb",,,f,p,participle,past,False,False,False,,,,,"past participle, irregular root, feminine plural",Le ho prese.,I took them.,,
prendo,prendere,to take,verb,I take,"core,verb",,1s,n/a,s,indicative,present,False,False,False,,,,,,Io prendo il treno.,I take the train.,,
prendi,prendere,to take,verb,you take,"core,verb",,2s,n/a,s,indicative,present,False,False,False,,,,,,Tu prendi il mio libro.,You take my book.,,
prende,prendere,to take,verb,he takes/she takes/you (formal) take,"core,verb",,3s,n/a,s,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui prende il pane.,He takes the bread.,,
prendiamo,prendere,to take,verb,we take,"core,verb",,1p,n/a,p,indicative,present,False,False,False,,,,,,Noi prendiamo un caffè.,We take a coffee.,,
prendete,prendere,to take,verb,you (plural) take,"core,verb",,2p,n/a,p,indicative,present,False,False,False,,,,,,Voi prendete appunti.,You take notes.,,
prendono,prendere,to take,verb,they take,"core,verb",,3p,n/a,p,indicative,present,False,False,False,,,,,,Loro prendono il treno.,They take the train.,,
prendevo,prendere,to take,verb,I was taking,"core,verb",,1s,n/a,s,indicative,imperfect,False,False,False,,,,,,Io prendevo sempre il bus.,I was taking the bus.,,
prendevi,prendere,to take,verb,you were taking,"core,verb",,2s,n/a,s,indicative,imperfect,False,False,False,,,,,,Tu prendevi il mio posto.,You were taking my seat.,,
prendeva,prendere,to take,verb,he was taking/she was taking/you (formal) were taking,"core,verb",,3s,n/a,s,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei prendeva appunti.,She was taking notes.,,
prendevamo,prendere,to take,verb,we were taking,"core,verb",,1p,n/a,p,indicative,imperfect,False,False,False,,,,,,Noi prendevamo il cibo.,We were taking the food.,,
prendevate,prendere,to take,verb,you (plural) were taking,"core,verb",,2p,n/a,p,indicative,imperfect,False,False,False,,,,,,Voi prendevate spesso un taxi.,You were often taking a taxi.,,
prendevano,prendere,to take,verb,they were taking,"core,verb",,3p,n/a,p,indicative,imperfect,False,False,False,,,,,,Loro prendevano le scale.,They were taking the stairs.,,
ho preso,prendere,to take,verb,I have taken,"core,verb",,1s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso',Io ho preso il libro.,I have taken the book.,,
hai preso,prendere,to take,verb,you have taken,"core,verb",,2s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso',Tu hai preso il mio numero.,You have taken my number.,,
ha preso,prendere,to take,verb,he has taken/she has taken/you (formal) have taken,"core,verb",,3s,n/a,s,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso'; also used as formal 'Lei',Ha preso il treno.,He has taken the train.,,
abbiamo preso,prendere,to take,verb,we have taken,"core,verb",,1p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso',Noi abbiamo preso il treno.,We have taken the train.,,
avete preso,prendere,to take,verb,you (plural) have taken,"core,verb",,2p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso',Voi avete preso i biglietti.,You have taken the tickets.,,
hanno preso,prendere,to take,verb,they have taken,"core,verb",,3p,n/a,p,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'preso',Loro hanno preso i biglietti.,They have taken the tickets.,,
raccontare,raccontare,to tell,verb,to tell,"communication,verb",,,n/a,n/a,non-finite,infinitive,False,False,False,,,,,regular -are verb; used with auxiliary avere; past participle raccontato,Voglio raccontare tutto.,I want to tell everything.,,
raccontando,raccontare,to tell,verb,telling,"communication,verb",,,n/a,n/a,gerund,,False,False,False,,,,,gerund form,Sto raccontando una storia.,I am telling a story.,,
raccontato,raccontare,to tell,verb,told,"communication,verb",,,m,s,participle,past,False,False,False,,,,,past participle masculine singular,L'ho raccontato.,I told it.,,
raccontata,raccontare,to tell,verb,told,"communication,verb",,,f,s,participle,past,False,False,False,,,,,past participle feminine singular,L'ho raccontata.,I told it.,,
raccontati,raccontare,to tell,verb,told,"communication,verb",,,m,p,participle,past,False,False,False,,,,,past participle masculine plural,Li ho raccontati.,I told them.,,
raccontate,raccontare,to tell,verb,told,"communication,verb",,,f,p,participle,past,False,False,False,,,,,past participle feminine plural,Le ho raccontate.,I told them.,,
racconto,raccontare,to tell,verb,I tell,"communication,verb",,1s,n/a,s,indicative,present,False,False,False,,,,,,Io racconto la verità.,I tell the truth.,,
racconti,raccontare,to tell,verb,you tell,"communication,verb",,2s,n/a,s,indicative,present,False,False,False,,,,,,Tu racconti sempre storie.,You tell stories often.,,
racconta,raccontare,to tell,verb,he tells/she tells/you (formal) tell,"communication,verb",,3s,n/a,s,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei racconta bene.,She tells well.,,
raccontiamo,raccontare,to tell,verb,we tell,"communication,verb",,1p,n/a,p,indicative,present,False,False,False,,,,,,Raccontiamo tutto.,We tell everything.,,
raccontate,raccontare,to tell,verb,you (plural) tell,"communication,verb",,2p,n/a,p,indicative,present,False,False,False,,,,,,Voi raccontate spesso.,You (plural) tell often.,,
